GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0024636	4	3	0.8859	0.6614	-0.421620812	1	1	no
Unigene0024637	20	12	3.1057	1.8549	-0.743577066	0.215694939	0.35040135	no
Unigene0024638	6	8	1.1582	1.5371	0.408326624	0.790600623	0.919217325	no
Unigene0024640	0	5	0.001	0.6495	9.343185715	0.062531251	0.126174354	no
Unigene0024642	0	1	0.001	0.1682	7.394033895	1	1	no
Unigene0024643	10	20	0.8092	1.611	0.993388269	0.098988956	0.186045634	no
Unigene0024644	14	13	3.2565	3.01	-0.11355874	1	1	no
Unigene0024645	7770	18162	403.6958	939.2825	1.218290553	0	0	yes
Unigene0024646	24	105	3.1246	13.6075	2.122658618	3.30E-13	2.66E-12	yes
Unigene0024647	2	2	0.3159	0.3144	-0.006866719	1	1	no
Unigene0024649	40	28	5.6439	3.9326	-0.521208975	0.182552406	0.305379818	no
Unigene0024650	17	11	3.6349	2.3412	-0.634667491	0.345268194	0.505879087	no
Unigene0024652	14	12	2.1323	1.8193	-0.229026969	0.845119625	0.962707045	no
Unigene0024653	3	1	0.3924	0.1302	-1.591595593	0.625037495	0.778888258	no
Unigene0024654	12	22	2.2237	4.0581	0.86784225	0.121765398	0.221135407	no
Unigene0024655	0	6	0.001	1.1449	10.16100588	0.03127344	0.069386062	no
Unigene0024656	6	16	1.1704	3.1066	1.40833482	0.052606898	0.108974214	no
Unigene0024657	2	1	0.4326	0.2153	-1.006685346	1	1	no
Unigene0024658	2	1	0.4058	0.202	-1.006413572	1	1	no
Unigene0024659	26	11	3.9065	1.6452	-1.247613637	0.020187194	0.047691819	yes
Unigene0024660	14	9	2.4475	1.5661	-0.644132524	0.405145484	0.573637735	no
Unigene0024661	19	24	2.3266	2.9253	0.330361389	0.542820217	0.702102953	no
Unigene0024662	18	16	2.5269	2.2358	-0.176577432	0.864281555	0.978640883	no
Unigene0024663	2	7	0.426	1.4841	1.80066297	0.179785925	0.301125081	no
Unigene0024664	58	63	9.2389	9.9892	0.11264805	0.717113783	0.860189397	no
Unigene0024665	103	123	13.4414	15.9776	0.249367306	0.20873439	0.342146121	no
Unigene0024666	459	559	13.6163	16.5066	0.277708259	0.0030001	0.008736754	no
Unigene0024667	83	79	12.8172	12.1434	-0.077908716	0.81449096	0.937750861	no
Unigene0024669	11	27	1.2354	3.0184	1.288805769	0.013941737	0.034342075	yes
Unigene0024670	7	15	1.3103	2.7948	1.092847883	0.134013933	0.237228354	no
Unigene0024672	18	7	1.6192	0.6268	-1.36920411	0.043414226	0.092035433	no
Unigene0024673	13	12	2.2034	2.0245	-0.122165779	1	1	no
Unigene0024674	5	14	0.8824	2.4594	1.4788017	0.063692328	0.128094639	no
Unigene0024675	4	3	0.715	0.5338	-0.421643936	1	1	no
Unigene0024676	0	5	0.001	0.8812	9.783325685	0.062531251	0.126174354	no
Unigene0024677	16	25	2.4846	3.8643	0.637193492	0.211492	0.344832721	no
Unigene0024678	2	8	0.2934	1.1681	1.993223011	0.109462886	0.202417413	no
Unigene0024679	4	6	0.2601	0.3883	0.578105308	0.753967752	0.888953546	no
Unigene0024680	0	2	0.001	0.1583	7.306517445	0.500024999	0.660319045	no
Unigene0024681	28	113	3.2979	13.2481	2.006165909	3.16E-13	2.55E-12	yes
Unigene0024682	44	38	5.0022	4.3002	-0.218158981	0.581890072	0.739445558	no
Unigene0024683	89	99	3.4431	3.8124	0.146991413	0.513654671	0.671679828	no
Unigene0024684	693	650	29.7266	27.7539	-0.099063949	0.224317638	0.361573545	no
Unigene0024685	1	1	0.2407	0.2396	-0.006608234	1	1	no
Unigene0024686	9	9	1.1021	1.097	-0.006691608	1	1	no
Unigene0024687	14	14	2.3874	2.3764	-0.006662611	1	1	no
Unigene0024688	11	7	1.7829	1.1293	-0.658796996	0.480882571	0.65292296	no
Unigene0024689	2	3	0.418	0.6241	0.578274269	1	1	no
Unigene0024690	49	88	6.0669	10.8456	0.838078431	0.001134215	0.003595019	no
Unigene0024691	4	5	0.6521	0.8114	0.315320083	1	1	no
Unigene0024692	8	6	1.7441	1.302	-0.421753313	0.790600623	0.919217325	no
Unigene0024693	10	11	0.8938	0.9786	0.130767238	1	1	no
Unigene0024694	13	15	1.5312	1.7586	0.199764639	0.850658524	0.967243607	no
Unigene0024695	3	9	0.6489	1.9379	1.578426055	0.146116928	0.25447615	no
Unigene0024696	9	8	1.3898	1.2297	-0.17657089	1	1	no
Unigene0024697	3135	3955	206.2518	259.0038	0.328566555	2.07E-16	1.95E-15	no
Unigene0024698	56	8	5.112	0.7269	-2.814059026	5.89E-10	3.84E-09	yes
Unigene0024699	15	1	3.6099	0.2396	-3.913259059	0.000521183	0.001760099	yes
Unigene0024700	496	762	17.8588	27.3101	0.612799453	6.22E-13	4.93E-12	no
Unigene0024701	258	246	15.7961	14.9922	-0.075356302	0.567431934	0.726280687	no
Unigene0024704	28	10	2.4591	0.8742	-1.49209512	0.005138664	0.014160896	yes
Unigene0024705	130	135	19.0185	19.6592	0.04780115	0.807206322	0.932707691	no
Unigene0024706	12	5	1.4924	0.619	-1.269622951	0.143633064	0.251507446	no
Unigene0024707	8	12	0.7985	1.1922	0.578261966	0.503660778	0.66339736	no
Unigene0024708	70	22	5.7823	1.8089	-1.676530807	5.66E-07	2.86E-06	yes
Unigene0024709	10	26	0.9981	2.5831	1.371847224	0.011403219	0.028903757	yes
Unigene0024710	85	146	3.1671	5.415	0.773798917	7.93E-05	0.000306755	no
Unigene0024711	18	11	2.9782	1.8116	-0.717176196	0.265278668	0.410608253	no
Unigene0024712	0	1	0.001	0.2306	7.849248703	1	1	no
Unigene0024713	5	4	0.9519	0.758	-0.328612174	1	1	no
Unigene0024714	5	5	1.1345	1.1293	-0.006627818	1	1	no
Unigene0024715	8	9	1.3396	1.5001	0.163256396	1	1	no
Unigene0024716	26	4	4.0039	0.6132	-2.70697634	6.02E-05	0.000237637	yes
Unigene0024717	266	173	7.4012	4.7915	-0.627281834	1.07E-05	4.68E-05	no
Unigene0024718	9	21	1.2962	3.0106	1.2157627	0.042927905	0.091231703	no
Unigene0024719	13	37	1.6846	4.7727	1.502399584	0.000949698	0.003062988	yes
Unigene0024720	30	6	4.3095	0.8579	-2.328639097	7.06E-05	0.000274807	yes
Unigene0024721	8	21	1.6056	4.1952	1.385627069	0.024220351	0.055835305	no
Unigene0024722	9	9	1.8952	1.8865	-0.006638004	1	1	no
Unigene0024723	11	10	2.4658	2.2313	-0.14417129	1	1	no
Unigene0024724	95	170	15.6251	27.8323	0.832894712	5.49E-06	2.49E-05	no
Unigene0024725	4	5	0.7721	0.9607	0.315298275	1	1	no
Unigene0024726	90	142	10.4019	16.3365	0.651251854	0.000832916	0.00272086	no
Unigene0024727	82	108	6.7937	8.9067	0.390693489	0.070767603	0.139599054	no
Unigene0024728	9	26	2.1382	6.1486	1.52386115	0.006030945	0.016386808	yes
Unigene0024729	6	1	0.7564	0.1255	-2.591461999	0.125065622	0.223164129	no
Unigene0024731	8	13	1.7105	2.7669	0.6938524	0.383562455	0.549765831	no
Unigene0024732	14	17	2.5943	3.1358	0.273488228	0.720309826	0.862648741	no
Unigene0024733	0	61	0.001	9.4554	13.20692278	9.50E-19	9.86E-18	yes
Unigene0024734	170	525	5.0893	15.6446	1.620125631	3.28E-41	6.48E-40	yes
Unigene0024735	0	40	0.001	6.4345	12.65161233	1.89E-12	1.45E-11	yes
Unigene0024737	2	2	0.353	0.3513	-0.006964607	1	1	no
Unigene0024738	1	7	0.1957	1.3639	2.80102221	0.070367189	0.13895621	no
Unigene0024739	2	1	0.436	0.217	-1.006633092	1	1	no
Unigene0024740	2	12	0.3496	2.0882	2.578482805	0.012969461	0.032163638	yes
Unigene0024741	24	12	3.845	1.9137	-1.006618914	0.065485806	0.130574168	no
Unigene0024742	4	7	0.8145	1.4189	0.800786312	0.548940879	0.706890252	no
Unigene0024743	7	12	1.078	1.8395	0.770956498	0.35951399	0.523046962	no
Unigene0024744	7	14	1.0241	2.0387	0.993292898	0.189479931	0.314069805	no
Unigene0024745	8	10	1.4209	1.768	0.31531325	0.814612826	0.937750861	no
Unigene0024748	2	0	0.3339	0.001	-8.383272283	0.500024999	0.660319045	no
Unigene0024750	1284	1527	49.0928	58.1154	0.243409061	3.09E-05	0.000126618	no
Unigene0024751	104	71	21.1781	14.3917	-0.557336145	0.015773064	0.038197019	no
Unigene0024752	64	42	12.484	8.1549	-0.614341171	0.041405371	0.08849073	no
Unigene0024753	21	0	3.9981	0.001	-11.96509884	9.64E-07	4.74E-06	yes
Unigene0024754	1	8	0.1853	1.4757	2.993464674	0.039104693	0.084037097	no
Unigene0024755	30	26	3.7227	3.2115	-0.213102062	0.689294014	0.834205562	no
Unigene0024756	12	5	1.1269	0.4674	-1.269629859	0.143633064	0.251507446	no
Unigene0024757	1	0	0.1314	0.001	-7.037821465	1	1	no
Unigene0024758	5	9	0.9296	1.6657	0.841446614	0.424115089	0.594446379	no
Unigene0024759	3	6	0.6645	1.3228	0.993253846	0.50791091	0.665747767	no
Unigene0024761	16	17	2.0124	2.1283	0.080784429	1	1	no
Unigene0024762	15	9	2.0339	1.2147	-0.7436487	0.307748337	0.46089263	no
Unigene0024763	6	16	1.3236	3.5135	1.408441702	0.052606898	0.108974214	no
Unigene0024764	1	2	0.2297	0.4573	0.993390062	1	1	no
Unigene0024766	39	24	5.751	3.5228	-0.707090267	0.07738956	0.150650291	no
Unigene0024767	1	6	0.2098	1.2529	2.578184688	0.125065622	0.223164129	no
Unigene0024768	0	2	0.001	0.4306	8.750204509	0.500024999	0.660319045	no
Unigene0024769	105	160	17.6351	26.749	0.601035201	0.000946102	0.00305441	no
Unigene0024770	30	33	3.6735	4.0223	0.130865413	0.801613761	0.929257144	no
Unigene0024771	5	2	1.1828	0.471	-1.328407184	0.453207015	0.62434186	no
Unigene0024772	230	324	10.0442	14.0842	0.487714958	0.000132348	0.000494708	no
Unigene0024773	2	9	0.3694	1.6546	2.163226716	0.065502201	0.130574168	no
Unigene0024774	53	35	9.3241	6.1291	-0.605289234	0.069957465	0.138580484	no
Unigene0024775	23	50	3.3737	7.3004	1.113643823	0.002157524	0.006466295	yes
Unigene0024776	91	156	4.9259	8.4056	0.770963464	4.71E-05	0.000188556	no
Unigene0024777	50	57	9.4868	10.7652	0.182381685	0.563137656	0.721540856	no
Unigene0024778	69	118	5.3724	9.1453	0.767463772	0.000444709	0.001526327	no
Unigene0024779	0	15	0.001	2.8233	11.46316672	6.14E-05	0.000241229	yes
Unigene0024780	0	1	0.001	0.1928	7.590961241	1	1	no
Unigene0024781	11	6	1.8644	1.0123	-0.881074515	0.332513547	0.491365512	no
Unigene0024782	46	78	4.118	6.9506	0.755193692	0.00529964	0.0145635	no
Unigene0024783	32	31	6.1556	5.9358	-0.052457003	1	1	no
Unigene0024784	42	33	5.9716	4.6704	-0.354571416	0.356601724	0.520226332	no
Unigene0024785	5	17	0.8199	2.775	1.758967906	0.016959285	0.040734537	yes
Unigene0024786	0	3	0.001	0.4257	8.73369328	0.250037498	0.39084956	no
Unigene0024787	4	10	0.4043	1.0061	1.315275598	0.17971814	0.301125081	no
Unigene0024788	59	31	8.2411	4.3102	-0.935082103	0.004249422	0.011938082	no
Unigene0024790	4	0	0.5196	0.001	-9.021257621	0.125037499	0.223164129	no
Unigene0024792	12	1	1.7648	0.1464	-3.591517237	0.003427498	0.009861108	yes
Unigene0024793	68	26	3.7062	1.4106	-1.393631792	1.81E-05	7.65E-05	yes
Unigene0024794	80	122	6.5499	9.9427	0.602164797	0.003987283	0.011279344	no
Unigene0024795	805	719	29.0976	25.8696	-0.169642416	0.027938743	0.063410419	no
Unigene0024796	26	32	2.3852	2.9221	0.292895309	0.512455969	0.67033624	no
Unigene0024797	1	0	0.218	0.001	-7.768184325	1	1	no
Unigene0024798	73	38	11.595	6.008	-0.948546102	0.001187436	0.003755801	no
Unigene0024799	154	172	13.698	15.2288	0.152836999	0.350340311	0.512090672	no
Unigene0024800	43	31	3.3527	2.406	-0.478686754	0.20151083	0.331429614	no
Unigene0024801	25	31	2.7359	3.3769	0.303683958	0.505002245	0.66485113	no
Unigene0024802	15	17	2.1437	2.4183	0.173890206	0.860161894	0.97531868	no
Unigene0024804	82	102	9.975	12.3509	0.308227427	0.163044518	0.279666503	no
Unigene0024805	204	199	9.6931	9.412	-0.042456815	0.843643176	0.962313143	no
Unigene0024806	6	58	0.4633	4.4577	3.26628094	9.65E-12	7.12E-11	yes
Unigene0024807	0	2	0.001	0.3395	8.407267764	0.500024999	0.660319045	no
Unigene0024808	1	2	0.2059	0.4099	0.99332816	1	1	no
Unigene0024809	23	11	1.7186	0.8182	-1.070708358	0.057823387	0.118333773	no
Unigene0024812	4	6	0.9544	1.425	0.578295971	0.753967752	0.888953546	no
Unigene0024813	106	117	8.6278	9.4794	0.135803012	0.505536434	0.665532026	no
Unigene0024814	142	143	4.4077	4.4183	0.003465347	1	1	no
Unigene0024815	6	5	1.4316	1.1875	-0.269700935	1	1	no
Unigene0024816	22	11	3.7983	1.8904	-1.006662324	0.080391156	0.155618993	no
Unigene0024817	8	11	0.6211	0.8502	0.452976691	0.64776437	0.799338824	no
Unigene0024818	24	59	1.6574	4.0558	1.291064684	0.000159369	0.000588073	yes
Unigene0024819	68	155	5.6254	12.7638	1.182030318	6.60E-09	3.97E-08	yes
Unigene0024821	82	46	8.4732	4.7314	-0.840639789	0.001925293	0.005839569	no
Unigene0024822	115	178	12.5356	19.3137	0.623593523	0.000307851	0.001085825	no
Unigene0024823	80	62	12.5633	9.6918	-0.374378928	0.154900896	0.267230324	no
Unigene0024824	7	3	1.0377	0.4427	-1.228988141	0.343873016	0.504449375	no
Unigene0024825	3	9	0.4447	1.3281	1.578459469	0.146116928	0.25447615	no
Unigene0024826	62	61	6.9772	6.8331	-0.030107948	1	1	no
Unigene0024827	133	160	4.8452	5.8021	0.260018942	0.131428359	0.233517208	no
Unigene0024828	39	42	5.3534	5.7387	0.100268504	0.824663547	0.945927649	no
Unigene0024829	19	14	2.067	1.5161	-0.447173474	0.487212094	0.659823609	no
Unigene0024830	6	8	0.8641	1.1469	0.40846942	0.790600623	0.919217325	no
Unigene0024831	21	8	2.6962	1.0224	-1.398967776	0.024220351	0.055835305	no
Unigene0024832	45	16	3.1667	1.1208	-1.498451338	0.000269861	0.000960486	yes
Unigene0024833	210	253	6.2564	7.5028	0.262096348	0.065969404	0.131451962	no
Unigene0024834	68	77	4.7551	5.3597	0.172676569	0.508132833	0.665949471	no
Unigene0024835	43	65	3.8248	5.7551	0.589456686	0.043367133	0.092035433	no
Unigene0024836	94	122	7.3395	9.4819	0.369494394	0.067404496	0.134052293	no
Unigene0024837	62	65	2.6432	2.7584	0.061546088	0.859669175	0.97531868	no
Unigene0024838	78	121	4.3276	6.6824	0.626799186	0.002952906	0.008614695	no
Unigene0024839	1	0	0.0665	0.001	-6.055282436	1	1	no
Unigene0024840	2001	1039	56.9298	29.4244	-0.952171034	2.91E-63	8.49E-62	no
Unigene0024841	186	231	9.2077	11.3828	0.305942749	0.036786598	0.07991522	no
Unigene0024842	4	280	0.3964	27.6192	6.122570759	1.13E-76	3.88E-75	yes
Unigene0024843	31	30	2.4273	2.3382	-0.053954091	1	1	no
Unigene0024844	2	3	0.2312	0.3451	0.577873076	1	1	no
Unigene0024845	447	420	20.6738	19.3358	-0.096529136	0.351878328	0.514101893	no
Unigene0024846	1650	1629	42.2514	41.5219	-0.025126684	0.655625702	0.807512563	no
Unigene0024847	37	43	4.4716	5.1728	0.210154273	0.577193922	0.736489889	no
Unigene0024848	24	27	2.3868	2.6728	0.163274206	0.780042712	0.911743976	no
Unigene0024849	8	4	1.4209	0.7072	-1.006614844	0.387840285	0.552900126	no
Unigene0024850	252	244	27.3086	26.3202	-0.053184903	0.689795319	0.834247692	no
Unigene0024851	14	184	1.2513	16.3698	3.709537072	1.12E-38	2.08E-37	yes
Unigene0024852	52	52	4.2202	4.2008	-0.006647271	1	1	no
Unigene0024853	35	52	3.169	4.6865	0.564483223	0.086368803	0.165886235	no
Unigene0024854	32	16	3.6908	1.8369	-1.006660473	0.029497403	0.066531446	no
Unigene0024855	58	36	6.0608	3.7446	-0.694696618	0.030149526	0.067806991	no
Unigene0024856	13	7	2.7479	1.4729	-0.899670019	0.263416131	0.408257984	no
Unigene0024857	80	50	3.4964	2.1752	-0.684722187	0.010948674	0.027861653	no
Unigene0024858	41	89	3.0149	6.5146	1.111566448	3.28E-05	0.000133893	yes
Unigene0024859	6	7	1.3081	1.5191	0.215744009	1	1	no
Unigene0024860	711	822	34.1333	39.2807	0.202640739	0.009051659	0.023498541	no
Unigene0024861	1	3	0.2396	0.7156	1.578525479	0.625037495	0.778888258	no
Unigene0024862	27	32	3.1402	3.7046	0.23846133	0.603459506	0.761933795	no
Unigene0024864	49	56	4.9082	5.5836	0.186001556	0.559426257	0.717701523	no
Unigene0024865	24	31	2.1801	2.803	0.362577432	0.419395534	0.590171611	no
Unigene0024866	843	869	72.3219	74.2098	0.037177139	0.626191158	0.780019409	no
Unigene0024867	151	260	16.6888	28.6037	0.777321555	1.43E-07	7.69E-07	no
Unigene0024869	4	49	0.3915	4.7738	3.608053913	7.41E-11	5.16E-10	yes
Unigene0024870	28	18	4.7895	3.0648	-0.644082123	0.184429221	0.308150752	no
Unigene0024871	4	1	0.8586	0.2137	-2.006399265	0.375062492	0.540113717	no
Unigene0024872	12	29	1.5371	3.6976	1.266378139	0.011591261	0.029319645	yes
Unigene0024873	9	6	0.9214	0.6115	-0.591475099	0.607376167	0.764364652	no
Unigene0024874	4	12	0.4529	1.3524	1.578257477	0.076929385	0.14982899	no
Unigene0024875	212	188	18.9785	16.7526	-0.179980952	0.254810695	0.39759649	no
Unigene0024876	96	1446	8.749	131.1761	3.90624295	7.50E-290	1.07E-287	yes
Unigene0024877	1920	1524	72.2177	57.0594	-0.339887897	1.99E-10	1.34E-09	no
Unigene0024878	224	166	11.6164	8.569	-0.43896428	0.004194412	0.011793713	no
Unigene0024879	228	250	6.3123	6.8896	0.126254452	0.390453277	0.55620129	no
Unigene0024880	52	62	2.9589	3.5117	0.247108663	0.400714941	0.569182987	no
Unigene0024881	275	212	12.8795	9.8833	-0.382011849	0.004115473	0.01161093	no
Unigene0024882	196	148	8.1803	6.1486	-0.411895798	0.011872154	0.029822064	no
Unigene0024883	81	58	4.4408	3.1652	-0.488522936	0.062552302	0.126210327	no
Unigene0024884	125	96	6.3988	4.8917	-0.387465446	0.060795242	0.123852354	no
Unigene0024885	8	16	1.1955	2.3801	0.99340806	0.151835054	0.262751689	no
Unigene0024886	75	80	3.5037	3.7201	0.086462152	0.7490506	0.888605697	no
Unigene0024887	1127	1167	41.3005	42.5698	0.043671065	0.504958588	0.66485113	no
Unigene0024888	30	40	2.0438	2.7126	0.408422298	0.282821438	0.432748744	no
Unigene0024889	0	2	0.001	0.3803	8.570994129	0.500024999	0.660319045	no
Unigene0024890	16	5	2.1642	0.6732	-1.684726747	0.026681361	0.060849418	no
Unigene0024891	6	2	0.639	0.212	-1.591751666	0.28916092	0.43835434	no
Unigene0024893	9	26	1.367	3.9311	1.523919821	0.006030945	0.016386808	yes
Unigene0024894	33	46	4.5979	6.3797	0.472513495	0.177464483	0.300164685	no
Unigene0024895	365	399	26.9831	29.361	0.121845001	0.2710093	0.416989	no
Unigene0024896	86	62	2.4037	1.7249	-0.478744123	0.059242255	0.121053942	no
Unigene0024897	217	168	18.9381	14.5944	-0.375876697	0.015276217	0.037286733	no
Unigene0024898	80	53	15.2308	10.0441	-0.600643424	0.024266986	0.055903985	no
Unigene0024899	46	47	6.6595	6.773	0.024381133	1	1	no
Unigene0024900	4	0	0.4975	0.001	-8.958552715	0.125037499	0.223164129	no
Unigene0024901	232	564	30.2049	73.0916	1.274923005	3.46E-31	5.40E-30	yes
Unigene0024902	0	6	0.001	0.7362	9.523953939	0.03127344	0.069386062	no
Unigene0024903	37	22	4.4235	2.6181	-0.75666812	0.067847475	0.134775813	no
Unigene0024904	2165	2773	67.5031	86.0627	0.350434344	2.56E-14	2.19E-13	no
Unigene0024905	59	34	5.9744	3.4271	-0.801805544	0.012603331	0.031509133	no
Unigene0024906	19	42	3.153	6.9378	1.137753082	0.004503748	0.012556165	yes
Unigene0024907	100	104	6.3826	6.6074	0.049938449	0.834530201	0.954170081	no
Unigene0024908	97	96	11.774	11.599	-0.021604103	1	1	no
Unigene0024909	38	36	5.0179	4.7319	-0.084664135	0.907731162	1	no
Unigene0024910	32	23	2.35	1.6813	-0.483083584	0.281271983	0.430934836	no
Unigene0024912	49	36	3.9709	2.904	-0.451424576	0.193705286	0.320422328	no
Unigene0024913	301	352	29.4602	34.2934	0.219163722	0.064449108	0.129322578	no
Unigene0024914	17	12	2.8639	2.0123	-0.509135716	0.458586689	0.628381893	no
Unigene0024915	43	17	4.3542	1.7135	-1.345461484	0.001083919	0.003445921	yes
Unigene0024917	70	81	4.253	4.8987	0.203918088	0.417610474	0.588526579	no
Unigene0024918	74	71	5.0047	4.7797	-0.066363522	0.868631245	0.982543103	no
Unigene0024919	91	39	7.5058	3.202	-1.229032541	6.29E-06	2.83E-05	yes
Unigene0024920	14	219	1.075	16.7387	3.960778921	4.66E-48	1.06E-46	yes
Unigene0024921	664	803	40.0798	48.2472	0.267569909	0.000726939	0.002402127	no
Unigene0024922	889	1176	36.5006	48.0624	0.396988512	3.67E-09	2.25E-08	no
Unigene0024923	3	9	0.3489	1.0419	1.578331314	0.146116928	0.25447615	no
Unigene0024926	4	2	0.8057	0.401	-1.006640519	0.687546866	0.832683124	no
Unigene0024928	1	0	0.0974	0.001	-6.605849867	1	1	no
Unigene0024929	2	0	0.1947	0.001	-7.605109074	0.500024999	0.660319045	no
Unigene0024930	21	23	1.9045	2.0763	0.124602623	0.880527172	0.992700761	no
Unigene0024931	53	16	5.0713	1.5239	-1.734587387	9.41E-06	4.13E-05	yes
Unigene0024932	0	4	0.001	0.3194	8.319220503	0.125037499	0.223164129	no
Unigene0024934	130	50	8.8675	3.3949	-1.385158346	2.50E-09	1.56E-08	yes
Unigene0024935	1	1	0.0972	0.0967	-0.007440424	1	1	no
Unigene0024936	3	0	0.3021	0.001	-8.238882374	0.250037498	0.39084956	no
Unigene0024937	1161	1031	26.7259	23.6242	-0.177973056	0.006525554	0.017600024	no
Unigene0024938	3	14	0.4321	2.007	2.215603481	0.012762169	0.03182292	yes
Unigene0024939	42	42	2.4322	2.421	-0.006658787	1	1	no
Unigene0024940	217	596	15.8941	43.4531	1.450967778	1.06E-39	2.02E-38	yes
Unigene0024941	40	89	5.0196	11.1174	1.147175119	2.03E-05	8.54E-05	yes
Unigene0024942	117	79	9.8401	6.6137	-0.573215371	0.008368413	0.021843572	no
Unigene0024943	16	33	0.7762	1.5935	1.037698681	0.021451342	0.05028991	no
Unigene0024944	14	21	0.8007	1.1956	0.578401091	0.310929672	0.46480365	no
Unigene0024945	35	84	3.4256	8.1837	1.256396559	8.69E-06	3.83E-05	yes
Unigene0024946	206	780	5.334	20.1038	1.914178494	3.52E-75	1.20E-73	yes
Unigene0024947	84	84	5.3553	5.3306	-0.006669467	1	1	no
Unigene0024948	39	64	2.5328	4.1374	0.707991282	0.01789978	0.042854174	no
Unigene0024951	34	39	3.5663	4.072	0.191309493	0.640584407	0.793429723	no
Unigene0024952	81	37	4.5531	2.0702	-1.137078994	6.61E-05	0.000258762	yes
Unigene0024953	17	19	2.1238	2.3627	0.153788544	0.868058098	0.981979906	no
Unigene0024954	665	806	11.0719	13.3578	0.270779601	0.000615418	0.002051796	no
Unigene0024955	1623	1361	117.0257	97.6832	-0.260643027	4.59E-06	2.10E-05	no
Unigene0024956	45	23	7.3578	3.7434	-0.974925246	0.010466428	0.026787678	no
Unigene0024957	806	544	43.2089	29.0293	-0.57381872	3.06E-12	2.33E-11	no
Unigene0024958	9	8	1.8327	1.6216	-0.176552652	1	1	no
Unigene0024959	196	90	8.9606	4.0957	-1.129485293	4.47E-10	2.94E-09	yes
Unigene0024960	125	53	11.7582	4.9625	-1.244528215	7.84E-08	4.30E-07	yes
Unigene0024961	0	175	0.001	21.9095	14.41926894	8.88E-53	2.20E-51	yes
Unigene0024962	111	120	7.4707	8.0393	0.105826459	0.60083075	0.759202321	no
