id	R0_count	R3_count	R0_fpkm	R3_fpkm	log2FC	Pvalue	FDR	significant
OS12T0114000-01	470	107	27.99	6.93	-2.013984229	2.34E-48	6.55E-47	down
OS12T0114100-01	2429	1058	29.56	13.87	-1.091678482	3.88E-91	2.29E-89	down
OS12T0114100-02	2345	967	38.65	17.18	-1.169738378	1.34E-99	8.69E-98	down
OS12T0114200-01	300	293	3.88	4.08	0.0725125	0.571043406	0.725860094	no
OS12T0114400-01	4	22	0.04	0.25	2.64385619	0.000313464	0.001084174	up
OS12T0114500-01	47	35	2.93	2.37	-0.306013606	0.375142124	0.533144032	no
OS12T0114800-01	10408	6496	844.37	575.64	-0.552708476	2.50E-80	1.24E-78	no
OS12T0115000-00	25059	8154	9221.31	3444.37	-1.42073159	0	0	down
OS12T0115100-00	19563	23102	1193.01	1532.6	0.361375075	6.82E-44	1.73E-42	no
OS12T0115150-00	8	17	2.91	7.1	1.286799871	0.075707273	0.145697717	no
OS12T0115300-01	3857	3086	215.4	187.29	-0.201744378	6.77E-08	3.78E-07	no
OS12T0115500-01	6223	5441	445.93	425.06	-0.069150759	0.007728734	0.020082515	no
OS12T0115700-01	1448	711	47.08	25.01	-0.912609263	2.10E-42	5.13E-41	no
OS12T0115900-01	374	299	18.77	16.29	-0.204442046	0.057525214	0.116258879	no
OS12T0115950-00	0	3	0.001	0.06	5.906890596	0.250037498	0.384983395	no
OS12T0116000-01	228	223	3.3	3.48	0.076621282	0.641509134	0.78934615	no
OS12T0116000-02	161	257	2.33	4.01	0.783272282	8.83E-08	4.88E-07	no
OS12T0116200-01	21	18	0.76	0.71	-0.098180394	1	1	no
OS12T0116200-02	4	1	0.94	0.26	-1.854149134	0.375062492	0.533094757	no
OS12T0116400-00	266	159	11.73	7.6	-0.62613169	1.38E-05	5.90E-05	no
OS12T0116600-01	113	57	1.27	0.69	-0.88016023	0.000215102	0.000764428	no
OS12T0116700-01	2	4	0.07	0.15	1.099535674	0.687546866	0.829234845	no
OS12T0116900-01	811	396	16.14	8.5	-0.925105832	9.36E-26	1.42E-24	no
OS12T0117100-01	23	23	0.92	1	0.120294234	0.883130239	0.997095412	no
OS12T0117200-00	1	0	0.05	0.001	-5.64385619	1	1	no
OS12T0117300-00	27	48	0.89	1.71	0.942119084	0.008022603	0.020697566	no
OS12T0117350-01	7	0	0.41	0.001	-8.6794801	0.01564141	0.037361826	down
OS12T0117400-01	2367	1584	45.22	32.64	-0.470319935	5.86E-21	7.44E-20	no
OS12T0117500-01	23	32	0.49	0.74	0.594743522	0.177596636	0.29633178	no
OS12T0117600-01	15	9	0.26	0.17	-0.612976877	0.307748337	0.455183279	no
OS12T0117700-01	2	4	0.4	0.91	1.185866545	0.687546866	0.829234845	no
OS12T0117800-01	118	202	3.13	5.79	0.887400691	1.58E-07	8.54E-07	no
OS12T0117850-00	3	4	0.09	0.13	0.530514717	1	1	no
OS12T0117900-01	41	36	4.57	4.41	-0.05141551	0.820234144	0.943946939	no
OS12T0118200-01	235	267	3.46	4.24	0.293292227	0.03066276	0.067563487	no
OS12T0118400-01	315	246	21.33	18.14	-0.23370951	0.045140334	0.094090847	no
OS12T0118400-02	680	518	12.57	10.33	-0.283144396	0.000905135	0.002886222	no
OS12T0118700-01	202	192	3.39	3.47	0.033650389	0.881049867	0.995256723	no
OS12T0118800-01	1108	950	12.23	11.29	-0.115378918	0.081204354	0.154335455	no
OS12T0118850-00	0	1	0.001	0.03	4.906890596	1	1	no
OS12T0118900-01	28	3	1.01	0.12	-3.073248982	8.55E-06	3.75E-05	down
OS12T0119000-01	235	244	4.24	4.75	0.163863249	0.240364799	0.378683344	no
OS12T0119175-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS12T0119350-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS12T0119600-00	3	0	0.31	0.001	-8.276124405	0.250037498	0.384983395	no
OS12T0119700-01	85	87	1.34	1.48	0.143364175	0.595228617	0.749491546	no
OS12T0119800-01	978	647	38.3	27.44	-0.481063911	7.11E-11	5.16E-10	no
OS12T0120000-01	8	20	0.12	0.32	1.415037499	0.024220351	0.054795905	no
OS12T0120100-01	83	131	3.02	5.16	0.772822516	0.000231804	0.000820587	no
OS12T0120200-01	40	55	1.2	1.78	0.568842835	0.064844225	0.127943121	no
OS12T0120200-02	7	8	0.09	0.11	0.289506617	1	1	no
OS12T0120400-01	10	1	0.23	0.03	-2.938599455	0.011740243	0.029080216	down
OS12T0120500-01	1	0	0.05	0.001	-5.64385619	1	1	no
OS12T0121000-01	122	98	6.36	5.55	-0.196538994	0.314518823	0.463630559	no
OS12T0121100-01	288	158	8.16	4.84	-0.753562105	9.66E-08	5.31E-07	no
OS12T0121150-00	4	0	0.06	0.001	-5.906890596	0.125037499	0.219498867	no
OS12T0121200-01	115	63	2.42	1.43	-0.7589919	0.00093768	0.002979382	no
OS12T0121300-01	241	135	4.43	2.68	-0.725073698	2.80E-06	1.31E-05	no
OS12T0121400-00	113	89	5.18	4.42	-0.228905728	0.261418099	0.40019363	no
OS12T0121600-01	2	11	0.03	0.15	2.321928095	0.022502846	0.051353869	no
OS12T0122000-01	211	239	3.27	4	0.290709364	0.044878915	0.09358785	no
OS12T0122100-01	63	79	3.07	4.18	0.445264287	0.09525766	0.177328501	no
OS12T0122400-01	5	2	0.03	0.01	-1.584962501	0.453207015	0.617978769	no
OS12T0122400-02	36	45	4.31	5.94	0.462775062	0.22519394	0.359329947	no
OS12T0123100-01	168	207	5.47	7.29	0.414377982	0.009074435	0.023160489	no
OS12T0123200-01	179	154	9.28	8.67	-0.098092812	0.514342321	0.666413756	no
OS12T0123500-01	432	197	9.91	4.88	-1.02200391	3.30E-17	3.53E-16	down
OS12T0123700-00	390	291	9.41	7.58	-0.311996875	0.005184378	0.014070146	no
OS12T0123800-01	235	112	5.68	2.92	-0.959922561	3.16E-09	2.01E-08	no
OS12T0123900-01	561	554	16.73	17.86	0.094294635	0.350991216	0.507752162	no
OS12T0124000-01	236	332	11.55	17.63	0.610139623	1.88E-06	8.98E-06	no
OS12T0124000-02	352	355	15.84	17.33	0.129699319	0.300704318	0.447382449	no
OS12T0124000-03	320	402	13.87	18.89	0.445654914	9.10E-05	0.000343646	no
OS12T0124000-04	352	391	16.47	19.84	0.268571471	0.019224136	0.044867461	no
OS12T0124000-05	202	241	10.06	13.03	0.373206779	0.011072777	0.027668728	no
OS12T0124100-01	25	54	0.17	0.39	1.197939378	0.000463271	0.001555685	up
OS12T0124200-01	2702	2682	197.9	214.22	0.114321567	0.036629561	0.078611015	no
OS12T0124400-01	381	256	7.92	5.74	-0.464449693	7.58E-05	0.000290059	no
OS12T0124500-01	418	322	31.45	26.43	-0.250883592	0.012563531	0.030908019	no
OS12T0124700-01	7	18	0.11	0.29	1.398549376	0.029061761	0.064451991	no
OS12T0125000-01	1501	345	60.13	14.97	-2.006010737	3.22E-142	3.24E-140	down
OS12T0125200-01	17	33	0.96	2.03	1.080373416	0.015473282	0.037141671	up
OS12T0125300-01	36	23	0.57	0.39	-0.547487795	0.193182514	0.31698507	no
OS12T0125400-01	87	104	2.66	3.44	0.370982319	0.098282524	0.182023579	no
OS12T0125500-01	282	169	2.87	1.85	-0.633525466	6.88E-06	3.05E-05	no
OS12T0125550-00	0	1	0.001	0.03	4.906890596	1	1	no
OS12T0125800-00	61	37	1.65	1.08	-0.611434712	0.054980435	0.111758756	no
OS12T0125850-00	2	0	0.07	0.001	-6.129283017	0.500024999	0.653216704	no
OS12T0126000-01	486	442	10.8	10.6	-0.026967048	0.748166578	0.882969858	no
OS12T0126100-00	8	2	0.43	0.12	-1.841302254	0.109462886	0.199198681	no
OS12T0126200-01	27	20	0.84	0.68	-0.304854582	0.560527677	0.714254512	no
OS12T0126300-00	27	28	0.83	0.93	0.16411938	0.787992214	0.917100578	no
OS12T0126800-01	266	236	3.93	3.75	-0.067638717	0.62778897	0.776412075	no
OS12T0127100-00	6	37	0.2	1.3	2.700439718	9.67E-07	4.78E-06	up
OS12T0127200-01	81	50	3	2	-0.584962501	0.028453482	0.063316139	no
OS12T0127500-01	111	73	3.15	2.24	-0.491853096	0.026995237	0.060399901	no
OS12T0127650-00	19	33	0.29	0.54	0.896906507	0.036725225	0.078769987	no
OS12T0127800-01	60	19	4.24	1.47	-1.52824811	2.02E-05	8.43E-05	down
OS12T0127900-00	11	14	0.45	0.63	0.485426827	0.69022378	0.830942043	no
OS12T0128000-01	8	2	0.18	0.05	-1.847996907	0.109462886	0.199198681	no
OS12T0128200-01	5	14	0.11	0.32	1.540568381	0.063692328	0.125921777	no
OS12T0128450-00	9	8	0.19	0.18	-0.078002512	1	1	no
OS12T0128600-01	77	70	11.02	11.08	0.007833657	1	1	no
OS12T0128700-01	2296	4581	37.82	81.36	1.105170316	4.13E-162	5.08E-160	up
OS12T0128800-01	14	19	0.18	0.27	0.584962501	0.296606411	0.442020532	no
OS12T0128800-02	32	25	0.35	0.3	-0.222392421	0.597166507	0.750934864	no
OS12T0129000-01	243	253	9.08	10.23	0.172041942	0.231046246	0.36640004	no
OS12T0129300-01	3	1	0.24	0.09	-1.415037499	0.625037495	0.773845008	no
OS12T0129350-00	6	3	0.18	0.1	-0.847996907	0.50791091	0.659630519	no
OS12T0129400-01	74	223	1.6	5.21	1.703211467	8.68E-21	1.09E-19	up
OS12T0129650-01	0	10	0.001	1.08	10.0768156	0.001957522	0.005824185	up
OS12T0129700-01	199	176	2.6	2.48	-0.068171503	0.682378272	0.827197706	no
OS12T0130100-01	1	30	0.01	0.47	5.554588852	1.57E-08	9.32E-08	up
OS12T0130200-00	37	60	0.69	1.2	0.798366139	0.008110647	0.02090197	no
OS12T0130300-00	119	137	1.75	2.18	0.316973213	0.106881127	0.195709404	no
OS12T0130500-00	1	9	0.01	0.14	3.807354922	0.021515144	0.049411281	up
OS12T0130800-00	3	23	0.04	0.36	3.169925001	4.98E-05	0.000195964	up
OS12T0130900-01	37	72	1.72	3.63	1.077560983	0.000246747	0.000869076	up
OS12T0131000-01	620	236	19.31	7.95	-1.280321399	1.67E-33	3.23E-32	down
OS12T0131100-01	193	109	6.75	4.12	-0.712243165	3.50E-05	0.000140927	no
OS12T0131150-00	5	1	13.98	3.05	-2.196483213	0.218820305	0.35048049	no
OS12T0131200-00	13	25	0.33	0.68	1.043068722	0.033719017	0.073145775	no
OS12T0131266-01	31	60	2.26	4.77	1.077666494	0.001140094	0.003554492	up
OS12T0131300-01	0	24	0.001	1.39	10.44086917	6.05E-08	3.40E-07	up
OS12T0131400-01	467	176	14.98	6.11	-1.293793339	4.02E-26	6.17E-25	down
OS12T0131701-00	8	10	0.15	0.2	0.415037499	0.814612826	0.938548116	no
OS12T0132000-01	503	439	24.98	23.66	-0.078323403	0.35528408	0.513213447	no
OS12T0132200-01	415	311	7.08	5.72	-0.307734213	0.004898116	0.013370516	no
OS12T0132200-02	93	71	9.47	7.93	-0.25604356	0.243313902	0.382718178	no
OS12T0132300-02	6	2	0.18	0.06	-1.584962501	0.28916092	0.433113866	no
OS12T0132400-01	38	35	2.57	2.58	0.005602706	1	1	no
OS12T0132800-01	9	35	0.2	0.82	2.03562391	2.59E-05	0.000106463	up
OS12T0132900-01	1	8	0.07	0.57	3.025535092	0.039104693	0.083025045	no
OS12T0133000-00	3	2	0.08	0.06	-0.415037499	1	1	no
OS12T0133050-00	410	185	14.94	7.3	-1.033211779	8.58E-17	9.01E-16	down
OS12T0133100-01	35	18	0.53	0.29	-0.869939459	0.053753482	0.109518188	no
OS12T0133100-02	79	51	1.38	0.96	-0.523561956	0.053082569	0.10838872	no
OS12T0133300-00	1	0	0.02	0.001	-4.321928095	1	1	no
OS12T0133400-01	7	4	0.27	0.17	-0.667424661	0.548940879	0.701998407	no
OS12T0133500-00	10	3	0.2	0.06	-1.736965594	0.09238989	0.172769786	no
OS12T0133600-01	27	34	2.09	2.88	0.462565869	0.306415853	0.454071033	no
OS12T0133700-00	25	79	0.71	2.42	1.769116118	2.25E-08	1.32E-07	up
OS12T0133850-00	0	2	0.001	0.05	5.64385619	0.500024999	0.653216704	no
OS12T0133900-01	176	93	3.13	1.78	-0.814285416	1.07E-05	4.62E-05	no
OS12T0134000-01	158	128	3.97	3.48	-0.190051701	0.264582201	0.404007251	no
OS12T0134000-02	114	69	4.89	3.21	-0.607261168	0.006170803	0.016459986	no
OS12T0134200-01	378	603	4.72	8.11	0.780915055	5.44E-16	5.46E-15	no
OS12T0134700-01	60	27	1.57	0.76	-1.046693235	0.001642579	0.004972891	down
OS12T0134900-01	7	0	0.14	0.001	-7.129283017	0.01564141	0.037361826	down
OS12T0135000-01	15	13	0.92	0.87	-0.08061846	1	1	no
OS12T0135051-00	3	0	0.17	0.001	-7.409390936	0.250037498	0.384983395	no
OS12T0135100-00	10	3	0.62	0.2	-1.632268215	0.09238989	0.172769786	no
OS12T0135200-01	31	27	0.85	0.8	-0.087462841	0.895834149	1	no
OS12T0135300-00	6	1	0.19	0.03	-2.662965013	0.125065622	0.219498867	no
OS12T0135500-00	19	15	0.56	0.48	-0.222392421	0.864281555	0.981022134	no
OS12T0135700-01	2	2	0.05	0.06	0.263034406	1	1	no
OS12T0135800-01	150	83	4.88	2.92	-0.740912779	0.000184993	0.000663945	no
OS12T0135900-00	40	59	6.01	9.82	0.708358034	0.026898139	0.060205373	no
OS12T0136100-00	19	35	0.56	1.11	0.987060944	0.019999233	0.04643805	no
OS12T0136200-01	144	132	1.85	1.83	-0.015681622	0.952344183	1	no
OS12T0136200-02	74	72	1.48	1.55	0.06667104	0.804718949	0.930018154	no
OS12T0136200-03	37	19	1.38	0.77	-0.841737916	0.044341128	0.092649693	no
OS12T0136300-01	17	8	0.3	0.15	-1	0.151835054	0.258837783	no
OS12T0136600-01	2	17	0.08	0.73	3.189824559	0.000732495	0.002369979	up
OS12T0136900-00	330	219	3.8	2.72	-0.482392767	0.000141905	0.000519523	no
OS12T0137000-00	13	3	0.51	0.13	-1.971985624	0.021320761	0.049102766	down
OS12T0137100-01	1062	559	41.69	23.77	-0.810559469	8.57E-27	1.35E-25	no
OS12T0137200-01	351	742	8.28	18.9	1.190683562	2.40E-37	5.18E-36	up
OS12T0137300-01	531	527	12.52	13.42	0.100150109	0.322796443	0.474564103	no
OS12T0137400-00	16	5	0.74	0.25	-1.565597176	0.026681361	0.059751181	no
OS12T0137500-01	1159	768	29.96	21.44	-0.482732718	2.30E-12	1.85E-11	no
OS12T0137600-00	5	0	0.29	0.001	-8.17990909	0.062531251	0.123993256	no
OS12T0137700-01	21	17	0.7	0.61	-0.198545679	0.871536665	0.98703676	no
OS12T0138000-01	0	1	0.001	0.01	3.321928095	1	1	no
OS12T0138050-00	699	406	40.12	25.33	-0.663474529	1.04E-13	9.15E-13	no
OS12T0138100-00	2	3	0.05	0.09	0.847996907	1	1	no
OS12T0138166-00	0	6	0.001	0.27	8.076815597	0.03127344	0.06839749	no
OS12T0138500-01	134	88	4.39	3.12	-0.492674911	0.013342758	0.032519716	no
OS12T0138600-01	0	1	0.001	0.04	5.321928095	1	1	no
OS12T0138800-01	235	248	2.51	2.86	0.188327783	0.177318756	0.296045173	no
OS12T0138900-01	411	440	6.49	7.49	0.20674724	0.047681457	0.098832437	no
OS12T0138900-02	473	432	8.03	7.91	-0.021722293	0.819875575	0.943625874	no
OS12T0139100-00	0	1	0.001	0.08	6.321928095	1	1	no
OS12T0139300-01	934	732	20.31	17.18	-0.241460203	0.000883342	0.002823374	no
OS12T0139400-01	320	679	15.82	36.43	1.203377395	1.48E-34	2.95E-33	up
OS12T0139500-01	76	54	2.71	2.08	-0.381709323	0.159994622	0.271178391	no
OS12T0139600-01	207	246	3.66	4.69	0.357744274	0.010613102	0.02664596	no
OS12T0139700-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS12T0139800-00	3	1	0.08	0.03	-1.415037499	0.625037495	0.773845008	no
OS12T0140000-00	3	5	0.88	1.66	0.915607813	0.726617172	0.863273111	no
OS12T0140200-00	1	4	0.1	0.43	2.10433666	0.375062492	0.533094757	no
OS12T0140266-00	11	13	0.46	0.59	0.359081093	0.838916366	0.959579508	no
OS12T0140300-01	43	36	0.66	0.59	-0.16175107	0.653605496	0.800182109	no
OS12T0140600-01	13	35	0.61	1.78	1.544996093	0.000727566	0.002357086	up
OS12T0140600-02	56	97	1.34	2.51	0.905454363	0.000275825	0.000964047	no
OS12T0140700-01	3	0	0.16	0.001	-7.321928095	0.250037498	0.384983395	no
OS12T0141000-01	60	37	0.74	0.49	-0.594743522	0.067712988	0.132555693	no
OS12T0141100-01	2	0	0.02	0.001	-4.321928095	0.500024999	0.653216704	no
OS12T0141100-02	0	1	0.001	0.02	4.321928095	1	1	no
OS12T0141400-01	20	12	0.76	0.5	-0.604071324	0.377469428	0.535857453	no
OS12T0141500-01	31	26	1.03	0.94	-0.131911676	0.79165791	0.919253216	no
OS12T0141500-02	54	42	1.7	1.43	-0.249519599	0.476211365	0.642731533	no
OS12T0141500-03	51	34	1.56	1.13	-0.465223256	0.156523806	0.265799055	no
OS12T0141500-04	29	11	0.83	0.34	-1.28757659	0.01669585	0.039605255	down
OS12T0141600-00	51	81	1.04	1.78	0.775293713	0.003146992	0.00898283	no
OS12T0141900-01	26	45	0.2	0.36	0.847996907	0.01718923	0.040572709	no
OS12T0142600-01	19	15	0.22	0.19	-0.211504105	0.864281555	0.981022134	no
OS12T0142900-02	163	112	1.93	1.43	-0.4325857	0.013738838	0.033358215	no
OS12T0143100-01	142	200	2.06	3.13	0.60351832	0.000169831	0.000614034	no
OS12T0143200-01	133	115	3.49	3.26	-0.098355072	0.613009549	0.766447775	no
OS12T0143300-01	44	49	2.58	3.12	0.274174963	0.408014817	0.569587484	no
OS12T0143400-00	10	3	0.25	0.08	-1.64385619	0.09238989	0.172769786	no
OS12T0143800-01	5	5	0.15	0.16	0.093109404	1	1	no
OS12T0143900-01	1147	1025	16.79	16.17	-0.054282551	0.382050357	0.541533916	no
OS12T0144000-00	142	119	9.84	8.98	-0.131942871	0.423166368	0.587247495	no
OS12T0144200-00	14	0	0.81	0.001	-9.661778098	0.000122627	0.000453423	down
OS12T0144600-01	335	218	4.42	3.1	-0.511778154	5.24E-05	0.000205778	no
OS12T0144700-01	93	103	6.23	7.52	0.271500499	0.256577639	0.393507546	no
OS12T0145100-01	2759	2632	105.18	108.66	0.04696055	0.425175137	0.588039296	no
OS12T0145150-00	0	1	0.001	0.09	6.491853096	1	1	no
OS12T0145200-01	6	6	0.16	0.17	0.087462841	1	1	no
OS12T0145400-01	31	25	0.76	0.66	-0.203533394	0.689294014	0.830942043	no
OS12T0145500-01	197	292	5.76	9.22	0.678697939	5.30E-07	2.70E-06	no
