gene_id	C1	C2	C3	M1	M2	M3
AT4G26390	0.782913	0.521371	0.688935	1.92904	2.81349	2.05198
AT4G26520	6.8391	5.02641	6.13592	3.38936	3.06086	2.2947
AT4G26530	24.8296	9.85657	24.2122	1.73425	3.35135	0.946871
AT4G26850	114.589	125.088	117.778	24.7242	33.6105	23.8523
AT4G27030	31.459	29.2995	34.7959	0.748571	1.03145	1.4702
AT4G27140	0.40002	0.830973	1.54521	1.32071	3.4121	2.85745
AT4G27150	0.273609	1.06931	0.469543	2.25276	3.46296	4.32284
AT4G27460	2.39111	1.56236	1.90474	6.3383	5.90293	5.32028
AT4G27520	182.295	114.897	160.821	40.7338	75.0241	37.2849
AT4G27560	5.02232	3.96205	4.5166	0.344644	0.501278	0.587901
AT4G27700	50.3331	33.8758	50.9024	9.89395	14.1563	12.5722
AT4G27820	13.1261	9.4404	12.433	1.55336	3.24915	2.90357
AT4G28080	94.1327	80.5305	93.6694	19.5673	24.6255	18.8953
AT4G28110	16.9493	0.563766	22.1154	5.4964	7.34283	1.9081
AT4G28250	14.7951	8.19975	12.5232	4.77203	6.37175	4.369
AT4G28290	76.7118	63.4452	85.9891	23.9592	42.0814	31.8558
AT4G28330	0.846538	0.884186	1.28905	1.68726	2.66301	1.74437
AT4G28520	0.756912	7.48171	4.39381	4.58221	17.2524	16.8088
AT4G28660	156.529	138.869	161.537	29.1756	38.963	33.6088
AT4G28680	4.46098	3.79324	5.32767	1.43652	1.9469	1.45489
AT4G28703	2.14453	0.925837	1.33844	2.97254	4.79164	4.2527
AT4G28740	10.422	9.42865	12.0012	2.79889	4.29819	4.39429
AT4G28750	459.709	277.764	457.832	98.0814	184.601	90.0652
AT4G28850	0.661534	3.16771	0.549832	1.70246	3.72056	4.00509
AT4G28940	0.523458	0.434927	0.654468	1.17539	1.94931	1.66992
AT4G29310	3.76009	5.15463	3.4995	8.24853	6.17302	9.05205
AT4G29590	21.5018	21.8179	21.8598	6.54486	7.02138	7.08568
AT4G29920	2.29858	2.49348	2.40985	1.08285	1.31211	1.39237
AT4G30097	19.2176	16.9417	24.6721	12.7942	7.14657	13.1085
AT4G30230	1.25694	0.817492	1.35327	0.5119	0.562834	0.42299
AT4G30290	256.969	355.458	261.631	589.645	377.661	680.334
AT4G30825	9.04317	7.81619	9.38062	4.19054	4.41075	4.09485
AT4G31380	11.1407	6.90354	10.7903	24.3546	32.6968	34.4601
AT4G31390	23.0691	18.1516	21.6884	8.75071	10.4364	9.97484
AT4G31610	0.843774	1.16312	0.906358	1.71231	2.22498	1.87144
AT4G31805	4.55033	4.07503	5.41266	1.40468	1.70202	1.93724
AT4G31850	10.2586	8.85088	9.87925	3.65539	5.05463	4.17409
AT4G31875	9.03698	8.47979	8.32278	13.6351	18.9344	14.6421
AT4G32190	11.6021	11.7047	13.5106	5.81236	6.23076	7.28296
AT4G32280	3.32648	2.25997	3.48331	11.8638	16.3231	12.1824
AT4G32770	5.94324	3.81751	5.00069	2.00783	2.49552	1.37386
AT4G33010	349.525	299.874	333.161	60.2842	84.08	52.6131
AT4G33070	3.69527	8.64003	3.62454	1.60247	1.146	3.64471
AT4G33120	15.5273	17.4164	15.5419	34.7752	40.004	37.7982
AT4G33610	281.298	8.6742	294.773	93.1758	109.652	37.3509
AT4G33660	61.5665	54.2477	63.8796	12.3828	17.9419	11.9798
AT4G33666	48.9096	38.8946	58.3626	12.0664	21.4978	22.235
AT4G33730	3.00577	3.74917	3.32735	5.58924	7.50871	4.1627
AT4G34240	22.3425	21.1962	25.0527	8.88104	13.0203	10.9059
AT4G34610	11.2857	9.91078	13.4298	1.79086	2.34166	1.82949
AT4G34730	28.4001	30.1729	27.2575	7.45635	9.67967	10.5072
AT4G34740	16.1766	17.8118	16.7875	5.42971	6.03021	5.94762
AT4G34830	24.5807	22.4738	25.0361	6.99611	9.34516	7.76867
AT4G35250	56.4963	46.3638	58.0399	13.8367	17.7411	14.5219
AT4G35770	41.5336	26.9126	39.4618	140.342	164.766	158.589
AT4G36010	11.9097	12.1879	8.98588	23.3724	21.017	29.4526
AT4G36530	18.429	16.4219	20.3796	4.16654	4.37423	5.21595
AT4G36570	2.22869	3.91999	1.97249	0.216112	0	1.27261
AT4G36740	1.13814	1.25756	1.2927	0.896994	0.584084	0.253724
AT4G37060	0.528483	0.0752116	0.363158	0.437925	1.0982	0.316398
AT4G37150	6.57216	3.35171	8.25545	1.11548	3.47411	0.684177
AT4G37220	10.0345	5.46453	13.0651	24.0837	47.0492	25.174
AT4G37295	0.364741	0.645669	0.876476	1.13324	2.54934	0.118792
AT4G37310	7.61515	4.63878	7.69347	1.25947	1.05752	1.28393
AT4G37320	4.25539	3.71537	4.3939	1.6486	1.85749	2.05679
AT4G37470	53.5216	43.3306	58.2394	21.2391	25.4977	18.0546
AT4G37580	1.86643	1.67478	1.75514	3.73584	4.9663	2.91081
AT4G37700	9.83731	7.34597	10.733	28.5802	30.3929	24.5672
AT4G37760	80.5088	72.5406	77.7049	13.6284	15.5068	13.702
AT4G37770	0.562686	1.04293	0.716165	2.86184	2.78335	5.53126
AT4G37850	2.1633	1.76998	1.6813	6.03269	5.82109	8.30645
AT4G37930	207.832	143.756	217.282	73.0368	103.1	89.3526
AT4G38840	32.4106	35.2984	38.606	10.6935	11.2663	18.6762
AT4G38970	583.665	415.895	581.553	217.789	295.156	209.93
AT4G39010	1.0895	1.70939	0.754795	0.47957	0.411753	0.427997
AT4G39360	0.864586	0.619454	0.490247	0.698775	2.00684	1.34789
AT4G39510	7.25935	7.85113	8.80777	0.87335	1.40373	1.14009
AT4G39960	21.143	21.8329	22.0942	9.78218	9.75801	11.539
AT5G01015	4.61153	1.88395	4.29361	0.683435	0.249144	0.255723
AT5G01330	4.25206	5.01928	4.23898	15.8731	16.3176	16.7145
AT5G01410	111.879	121.336	114.855	36.4066	41.8548	36.8338
AT5G01840	8.97025	9.16853	8.79176	3.52031	2.87066	2.39929
AT5G02020	64.587	27.6087	44.0863	71.9004	151.909	87.6821
AT5G02120	172.854	155.198	186.739	40.302	67.3991	54.9714
AT5G02200	4.63582	6.67851	5.04854	10.2919	10.3568	10.6224
AT5G02260	56.0657	88.9524	47.6236	204.972	194.272	255.057
AT5G02270	68.8952	118.647	74.4434	9.64476	11.0559	9.58892
AT5G02540	4.23509	4.5208	2.66374	26.145	24.5625	31.9958
AT5G02580	17.384	26.5897	17.8117	62.7088	47.8459	87.625
AT5G02830	18.4923	16.0926	21.3272	3.38348	4.16328	4.40949
AT5G02950	0.8527	0.596957	0.820311	0.125612	0.266497	0.395607
AT5G03310	0.714034	0.64526	0.381268	1.17921	1.18717	1.69192
AT5G03350	3.8238	2.56664	3.63661	1.30147	1.40567	1.18702
AT5G03555	39.3139	38.1899	43.0374	13.6656	14.7999	12.6416
AT5G03680	1.14099	0.975357	0.99653	0.380894	0.518877	0.551399
AT5G04000	3.27943	3.65124	3.00477	0.706289	2.06268	0.949628
AT5G04120	12.8957	5.20709	11.1103	22.2494	29.2	10.1523
AT5G04140	89.4614	62.3186	84.6852	21.5213	36.7527	23.9039
AT5G04380	1.02764	0.338969	0.74769	0.109973	0.384843	0.0581284
AT5G04830	59.1562	56.7831	63.3114	21.262	30.9925	22.1305
AT5G05270	39.5063	41.1492	39.6711	5.30857	7.53648	6.42671
AT5G05410	21.2164	16.3935	26.3583	7.17273	7.10124	8.937
AT5G05580	34.5549	35.3113	36.9325	6.07148	7.69941	8.69432
AT5G05965	2.31404	1.27895	3.2581	8.66242	9.3425	9.12856
AT5G06220	31.4217	26.8848	30.8495	10.855	13.1694	11.1122
AT5G06230	9.81745	8.5579	9.08054	4.4989	4.48377	4.9129
AT5G06290	88.3625	75.6396	84.1487	36.6508	47.7796	38.158
AT5G06790	1.00187	0.711237	1.07433	0.135581	0.715691	0.222152
AT5G07010	62.1814	36.5379	50.12	107.738	136.42	101.733
AT5G07020	83.2514	65.8367	82.5544	26.5445	30.7343	28.2644
AT5G07240	3.41936	3.12068	4.4065	1.36243	1.643	1.75044
AT5G07990	2.57525	2.32051	2.24188	0.921587	1.33619	0.660893
AT5G08040	95.1256	118.923	85.6328	49.6683	50.2018	64.4123
AT5G08050	128.647	113.275	131.095	28.0198	38.0837	32.4991
AT5G08150	1.06112	0.997135	0.474097	1.18319	2.241	1.06214
AT5G08250	12.412	0.180266	15.2467	5.15968	7.23611	1.15092
AT5G08640	23.239	30.1527	24.3188	5.65331	8.87404	6.77685
AT5G08720	10.5897	8.25393	11.727	2.60072	3.32411	3.36995
AT5G09230	9.76624	12.1288	11.5797	3.76918	4.54242	4.78008
AT5G09520	172.737	2.53436	214.448	37.2577	110.125	9.59647
AT5G09530	202.607	5.79639	241.187	41.7864	123.972	17.8605
AT5G09585	1.59515	1.07009	1.4831	3.14716	5.34906	2.38051
AT5G09670	1.08915	0.481148	0.64662	0.84287	9.2387	7.96033
AT5G09970	0.246072	0.481258	0.314982	2.64211	1.94376	2.49573
AT5G10100	1.98784	2.25768	1.79501	1.85741	11.2165	2.009
AT5G10120	0.521241	0.144568	0.364083	0.471325	0.880029	0.953953
AT5G10140	0.761223	0.714397	0.906851	4.24706	5.73494	4.74331
AT5G10470	19.6988	20.6698	20.6206	5.80809	5.41757	6.90709
AT5G11160	6.34003	12.2564	7.32857	3.38086	3.60568	5.96748
AT5G11260	49.8605	60.0924	59.5447	10.592	9.85323	10.7671
AT5G12110	13.0218	7.67273	16.0197	2.50455	2.08621	3.5809
AT5G13130	0.660677	0.785186	0.769337	0.311799	0.352369	0.186046
AT5G13170	9.60463	7.99928	11.6925	2.63744	3.5258	5.26076
AT5G13630	313.306	250.076	290.311	38.4487	61.3036	40.7199
AT5G13650	121.531	110.091	128.724	32.3649	37.8736	36.213
AT5G13730	11.5659	8.16728	12.9632	4.78468	6.00028	5.80059
AT5G13770	16.4254	13.3218	17.6719	4.7087	6.43954	5.2345
AT5G13870	5.33146	8.75484	5.34762	18.0918	16.9258	22.3519
AT5G13930	154.831	163.152	135.842	36.2948	50.1655	36.4694
AT5G14360	17.2991	24.9915	17.848	40.6651	28.8753	52.2658
AT5G15160	1.57898	1.26939	0.768916	2.11133	2.29615	2.18576
AT5G15265	23.6937	25.1301	22.3477	40.1861	48.8878	42.8289
AT5G15310	7.88927	6.0525	8.11019	3.15269	4.07193	3.54383
AT5G15780	461.777	309.516	467.652	119.214	185.062	86.5364
AT5G15850	15.0737	12.3975	13.9623	4.90401	7.53685	6.8529
AT5G15910	21.4473	22.2625	21.8394	7.67646	10.1797	10.3354
AT5G16030	18.6329	13.11	24.5736	4.17479	8.93777	4.86104
AT5G16080	0.966126	0.714702	1.46327	0.290531	0.380529	0.404123
AT5G16400	35.0454	25.2212	38.726	14.143	16.051	14.0093
AT5G16410	0.943864	0.659064	0.932159	2.07262	2.65668	1.64004
AT5G16540	11.8505	10.2132	9.71841	4.20619	4.77822	3.68543
AT5G17050	23.8918	24.903	22.3002	2.98915	4.0496	3.11403
AT5G17170	49.3998	39.5751	52.6159	8.72138	15.2855	11.5882
AT5G17220	4.14892	2.56679	5.50859	0	0.144846	0.0770172
AT5G17230	92.1417	80.8651	93.1921	17.7586	29.0839	22.1798
AT5G17300	15.3223	10.4784	16.6615	5.96558	8.19895	6.58689
AT5G17430	0.246468	0.221763	0.313436	0.490792	0.92456	0.873717
AT5G17810	0.481422	0.38031	0.904393	0.84012	1.48785	0.806047
AT5G17860	3.61612	1.79236	2.43957	3.33024	6.29344	3.91637
AT5G18570	10.9245	12.115	12.9984	6.05668	6.62283	6.49918
AT5G18660	38.242	30.5486	41.4765	13.6094	19.2232	19.4368
AT5G18661	2.79939	1.8082	3.9588	5.14867	7.3556	11.9844
AT5G19110	3.45933	5.4579	2.56996	8.40895	7.93633	7.71136
AT5G19850	16.3316	15.3753	16.5788	3.01886	2.05633	3.14587
AT5G19890	14.4593	96.0801	14.2755	3.46533	0.782782	5.78853
AT5G19940	74.8781	60.919	81.2985	22.4845	36.7928	26.1617
AT5G20070	64.3938	63.4148	61.185	22.7302	24.3424	24.187
AT5G20140	10.5297	8.50824	12.3734	4.43585	4.30094	5.38203
AT5G20220	5.79812	5.58386	5.6053	1.52979	2.35679	1.80095
AT5G20225	6.48235	6.49153	5.04228	1.658	2.30513	2.6872
AT5G20935	20.7893	15.2581	23.8061	7.56078	7.10504	7.9573
AT5G21100	10.9141	9.01785	9.27108	3.36926	5.18672	3.29006
AT5G21222	11.5593	10.4631	11.9343	4.15551	5.30599	4.36395
AT5G21280	52.3853	65.9062	52.2846	23.0819	24.5453	24.8311
AT5G22090	41.6565	53.1077	43.5025	12.1675	12.7884	13.6972
AT5G22300	2.24208	1.48058	1.77471	0.791217	0.768153	0.91912
AT5G22410	3.84009	4.68211	2.41175	5.71414	8.1908	6.11177
AT5G22800	15.5783	15.9414	16.3427	5.83968	6.95595	7.16772
AT5G23060	65.6796	48.9879	69.0841	15.0701	21.9742	19.4136
AT5G23360	3.31263	3.36323	2.32637	6.01722	5.44256	7.81387
AT5G23730	21.7667	23.2908	22.2354	1.92021	1.67237	1.65211
AT5G23840	5.6139	4.84682	5.57204	46.281	62.2195	53.2137
AT5G23980	0.408245	2.15752	0.624837	2.33558	2.82062	2.09595
AT5G23990	0.221501	0.404277	0.141051	0.666535	1.54754	1.85244
AT5G24120	28.4115	25.6505	27.7666	1.97685	2.69265	1.45657
AT5G24150	6.24516	2.15243	7.88982	0.476071	0.631067	0.21177
AT5G24155	16.5711	7.48912	17.6306	6.36914	7.87793	2.10873
AT5G24160	5.68638	3.15317	6.51435	0.472124	1.11247	0.442497
AT5G24205	0.95317	1.59577	1.08444	0.422211	0.238312	0.475279
AT5G24660	5.07268	4.96014	6.77642	2.29759	3.1765	3.6196
AT5G24850	25.3201	30.4206	26.3895	3.06895	2.81314	3.02778
AT5G25890	32.6083	42.2421	34.2387	18.3695	12.5797	17.8847
AT5G26320	0.179473	0.836302	0.160122	0.849368	0.93773	1.8021
AT5G26820	32.2428	28.2091	32.2699	8.55826	10.3008	8.106
AT5G27000	6.03212	7.6805	6.89126	2.89262	2.29497	2.98845
AT5G27345	7.67656	8.42866	8.73666	0.948125	0.752436	1.32091
AT5G27390	30.4822	29.1324	32.3885	10.0447	11.8749	12.9577
AT5G28030	5.72183	4.37408	5.86559	1.6921	1.97229	1.60695
AT5G28450	15.6119	11.693	19.8899	5.58637	8.37241	5.05784
AT5G28482	0.516164	0.741026	1.00654	2.62744	1.62634	1.42161
AT5G28500	51.8181	46.2499	48.9129	19.9034	20.9983	19.5342
AT5G33207	0.543775	0.639514	0.379753	0.938602	1.13214	1.31806
AT5G33251	0.972995	0.748684	0.938189	0.0492483	0.0517225	0.0482666
AT5G35220	19.5308	19.8769	23.144	8.09256	9.75747	9.97671
AT5G35575	0.841034	1.03131	0.641686	0.138188	0.184384	0.126026
AT5G35660	0	0.68044	0.329691	0.609825	1.65119	1.81998
AT5G35790	22.6054	16.9572	26.0339	7.94149	9.36494	9.20662
AT5G35970	31.7019	25.5736	29.8792	4.75592	7.05071	5.0632
AT5G36120	12.3743	10.6978	12.5365	4.38244	6.41075	6.09606
AT5G36130	0.300901	0.138906	0.791789	2.26967	2.15846	2.63941
AT5G36140	0.202854	0.121401	0.357308	2.02716	1.9844	2.34505
AT5G36270	0.730449	0.479805	0.323064	0.882696	1.4067	1.67137
AT5G36700	50.6364	33.1625	51.6405	15.766	20.6665	17.4633
AT5G36790	49.7404	33.7006	51.6676	15.538	23.1082	19.0778
AT5G36910	43.3359	51.4487	49.6104	0.112643	0.446032	0.454186
AT5G37550	5.42082	6.93833	6.7235	1.92553	2.34506	2.79127
AT5G38030	1.8264	1.06153	1.89693	2.52196	3.9457	2.62198
AT5G38100	2.21209	2.65738	2.49467	5.00086	5.14167	5.07003
AT5G38410	2809.63	2115.05	2868.91	1118.24	1307.68	1057.21
AT5G38430	1408.72	1130.72	1458.59	461.463	504.875	453.855
AT5G38510	15.2504	11.6529	15.8548	3.9845	5.39663	4.75658
AT5G38520	51.7763	39.607	51.6622	14.8166	20.8419	16.6753
AT5G38710	2.59736	1.86024	2.9346	5.26846	4.94157	3.27149
AT5G38870	15.0706	12.0888	15.4221	8.66255	6.66218	5.28264
AT5G38980	11.965	6.5314	12.2706	1.71424	2.42636	3.68057
AT5G38990	2.06039	1.69038	2.45848	0.645075	0.73791	0.734293
AT5G39240	6.61609	8.77632	6.72857	20.4374	15.9922	21.1602
AT5G39530	24.0242	18.7542	24.5027	5.93414	9.00455	7.16187
AT5G39580	5.57498	4.98112	4.62567	10.8275	12.326	16.4815
AT5G39860	18.6766	18.7621	19.4003	30.2991	38.2143	43.3079
AT5G41050	11.3997	8.94945	11.1381	3.80772	4.42734	4.44951
AT5G41290	0.401173	0.905285	0.285334	1.04205	0.429568	1.52029
AT5G41315	1.79278	1.43403	1.64061	0.457986	0.912634	0.365446
AT5G42270	143.4	128.37	140.297	39.2935	50.5164	39.3022
AT5G42310	10.6659	8.31807	11.524	4.13951	5.27236	4.42942
AT5G42530	5.33815	9.58829	4.56461	0	0.855417	0.530819
AT5G42580	6.61161	1.90055	7.35051	10.3248	14.9921	7.84686
AT5G42590	26.0692	14.2958	29.9639	58.6055	69.7473	35.6044
AT5G42600	3.12856	0.25997	3.34576	26.5398	53.5947	6.23268
AT5G42760	15.2771	14.4351	16.748	0.163907	0.326604	0.427053
AT5G42900	0.72539	0.491806	0.78456	2.04409	3.49389	1.68005
AT5G42930	3.52805	1.56164	3.91007	7.044	7.79975	4.86793
AT5G43630	17.2248	18.6708	20.6124	0.879013	2.65694	1.78649
AT5G43840	5.49202	0.371707	6.52321	1.51051	3.94621	0.554899
AT5G43870	4.96263	4.49981	5.99035	3.04106	2.42447	2.27349
AT5G44005	1.88822	0.802702	1.95612	2.84045	5.75016	2.22371
AT5G44110	128.619	231.277	138.274	15.2135	15.4096	19.4409
AT5G44120	0.38364	1.84489	1.81871	1.97983	10.4364	10.0402
AT5G44190	45.7528	44.91	48.9092	10.2498	10.6082	10.1753
AT5G44260	5.7669	2.82534	4.29574	14.0921	16.7954	11.0619
AT5G44417	29.6357	18.0862	30.1391	56.7218	74.27	50.3798
AT5G44530	6.9639	5.89079	6.9223	3.06162	3.03229	2.36381
AT5G44574	2.29949	2.03535	2.45658	0.371676	1.77565	0.490439
AT5G44580	7.98913	5.03735	6.62455	2.30351	2.20226	2.01256
AT5G44582	3.85005	3.97501	3.39768	9.34644	9.91617	3.70485
AT5G44660	6.44115	6.86179	6.57334	3.42986	3.11341	2.53533
AT5G44870	2.33249	2.14946	2.50485	1.06355	0.543373	1.34874
AT5G45630	8.92325	8.67541	8.85565	1.93045	2.55351	2.82273
AT5G45690	0.186612	0.167278	0.383874	0.74747	1.49837	0.707935
AT5G46060	0.656456	1.12737	0.88927	1.93161	1.49605	2.84604
AT5G46090	3.34649	2.82854	5.90757	6.71708	8.38576	8.04073
AT5G46110	220.649	156.607	219.632	80.3794	121.858	86.1006
AT5G46450	1.79259	2.15456	1.67097	0.381297	0.442976	0.598676
AT5G46470	2.44365	2.66745	2.67057	0.964834	1.28953	1.23499
AT5G46800	31.124	22.4735	34.5177	7.6335	12.5089	8.45566
AT5G47610	52.3167	38.7569	47.8387	17.0893	25.1395	16.9435
AT5G47950	12.9084	11.3911	13.4892	21.9386	26.4577	20.2493
AT5G47980	23.2756	22.4928	21.9395	45.6672	55.266	44.821
AT5G48010	23.0132	19.7854	29.8776	50.4926	53.2147	50.7154
AT5G48412	1.99742	2.55895	3.14077	3.40716	7.18643	6.73173
AT5G48485	68.7015	34.8063	76.2061	3.99619	8.14219	4.62227
AT5G48490	61.87	32.0663	69.908	0.667074	2.53143	0.633411
AT5G48880	16.3243	20.1813	13.4743	4.67032	8.69926	7.19559
AT5G48890	2.87437	2.93999	2.14148	5.69126	7.54751	6.8057
AT5G49440	0.136943	0.126712	0.201714	0.13736	2.9009	2.99897
AT5G49690	3.84403	3.04625	3.38209	1.3676	1.35154	1.58504
AT5G49740	2.29273	1.544	2.46819	0.330567	0.462431	0.274461
AT5G49910	97.0215	98.3656	103.975	39.6041	35.9454	45.3153
AT5G50100	6.76388	7.40358	6.84138	0.476734	0.782175	0.474137
AT5G50175	6.48598	4.40003	4.48869	7.91661	16.1515	11.1205
AT5G50750	0.325851	0.30326	0.411742	0.356004	1.17086	0.393026
AT5G50800	4.07252	4.4811	5.34464	1.61291	1.75242	1.4777
AT5G51030	0.665238	0.719814	0.779256	0.111136	0	0.223382
AT5G51040	102.871	115.589	102.417	38.9465	35.9526	44.8424
AT5G51210	25.4622	28.0952	25.6545	52.1008	72.8377	54.4117
AT5G51310	0.435542	1.22026	0.556362	1.64145	1.47405	2.27567
AT5G51440	11.9249	14.4832	14.1514	5.06099	3.09285	6.86879
AT5G51720	16.0276	5.4718	19.3528	1.15064	3.80361	1.43195
AT5G51790	2.89684	0.820578	2.41593	5.4271	6.89412	4.59786
AT5G52020	1.53924	2.00613	1.3823	0.311785	0.378787	0.965382
AT5G52050	0.888957	0.300495	0.665631	0.0717459	0.39693	0.13525
AT5G52250	18.907	21.7277	21.6263	3.10045	3.76362	2.37632
AT5G52640	6.39494	7.59356	7.90339	2.61877	1.9372	2.96668
AT5G53170	43.1716	40.3667	41.6548	17.0301	20.7316	20.3457
AT5G53210	4.66329	6.37325	6.51684	2.40892	2.41857	2.74044
AT5G53660	5.59534	6.93235	3.12313	23.5685	26.0472	36.6354
AT5G53815	1.60767	0.964155	0.668395	1.7295	3.28348	2.57822
AT5G53902	0.471592	1.9692	0.917779	1.20718	2.31592	3.81047
AT5G54180	3.5913	4.30048	3.79301	1.59246	1.55637	2.27193
AT5G54250	13.8584	12.6945	14.4372	8.22946	6.22214	6.97381
AT5G54270	1045.17	714.964	1056.65	161.458	264.551	152.747
AT5G54300	15.4233	5.50474	17.6061	5.196	7.55391	4.77241
AT5G54740	0.248469	8.29706	1.09527	1.40204	14.1286	7.11128
AT5G54770	99.2036	60.718	96.8093	30.6101	51.3768	30.1663
AT5G54960	16.1517	19.9135	17.4913	8.19865	8.63458	8.95388
AT5G55410	0.394936	1.07128	0.0900359	0.52653	1.47041	0.999135
AT5G55450	0.378933	0.804743	0.331558	1.1787	1.55614	0.948907
AT5G55620	23.4343	17.5343	23.1229	5.77116	9.05238	5.32057
AT5G55790	0.78231	0.530209	0.829222	1.75191	1.26707	1.27716
AT5G56010	153.98	187.919	165.905	92.0353	71.7294	102.304
AT5G56030	170.195	207.239	183.35	92.0188	75.4153	105.123
AT5G56850	7.71344	5.75024	7.60401	1.54633	1.8951	1.48144
AT5G57345	40.5951	34.3296	40.1976	9.57567	17.0232	12.888
AT5G57520	0.205528	0.655077	0.0902943	1.46283	1.55053	1.43856
AT5G57760	3.28202	2.48524	2.21407	4.6442	8.6033	6.40483
AT5G58140	30.5634	24.1207	31.7256	9.10982	11.5297	8.56617
AT5G58260	29.1517	22.9597	35.3545	10.3517	14.9622	10.6927
AT5G58660	2.50287	3.1803	2.80418	6.70407	6.37437	6.79488
AT5G58750	3.65262	4.085	3.54609	0.96328	0.560457	0.52089
AT5G58760	10.5101	11.4358	9.4882	1.72303	1.84173	2.07397
AT5G58870	29.3274	26.3513	30.3197	13.0594	12.86	13.6437
AT5G59040	0.664506	1.50605	0.389268	4.24499	4.40906	8.02627
AT5G59130	0.88937	0.612219	0.788606	0.362436	0.318363	0.409147
AT5G59250	15.6894	11.0213	14.5997	5.31099	8.0618	6.00479
AT5G59520	32.6144	40.5619	28.5431	54.2567	73.858	58.8708
AT5G59570	8.35037	5.69392	7.80838	16.9876	17.5171	13.4372
AT5G59730	3.2375	3.4956	3.3156	0.906332	2.00151	1.19625
AT5G59732	10.0212	9.92287	11.1725	4.03723	6.32778	4.41541
AT5G59750	5.85742	5.0547	7.19489	2.43598	2.51363	2.02417
AT5G60660	298.216	315.373	283.499	625.984	582.96	548.199
AT5G60880	2.4575	3.07063	4.49832	0.741752	1.07669	1.33939
AT5G61040	2.76725	3.14777	3.56524	1.21583	1.69038	1.4975
AT5G61420	3.83012	5.81164	4.35467	1.76694	1.11181	1.96656
AT5G61660	8.90862	4.3482	10.1077	14.7199	22.3041	12.6087
AT5G62210	11.1823	17.2648	9.75749	1.26826	2.10072	2.68039
AT5G62280	12.6119	12.5301	12.6796	30.4719	34.6512	28.6461
AT5G62840	8.82758	8.89119	11.3109	3.45564	3.59852	3.92682
AT5G63250	0.696612	0.985252	0.416127	1.8576	2.16478	1.20977
AT5G63450	8.80964	2.64085	10.9602	3.72979	4.81512	1.42741
AT5G63650	16.92	21.0804	14.4211	56.7118	47.1992	72.14
AT5G64040	362.623	254.336	414.564	65.9671	102.925	84.1629
AT5G64120	36.8634	101.359	37.5831	27.9117	19.1408	39.5876
AT5G64170	29.4529	26.6887	32.2824	12.6487	14.4714	13.4734
AT5G64190	0.339251	0.142848	0.305979	0.880625	0.60794	1.02574
AT5G64770	10.7653	3.80997	12.9781	4.58058	8.19477	4.51968
AT5G64780	6.74674	5.58677	7.46371	3.02427	3.35824	2.86668
AT5G64840	74.8746	63.0066	80.1486	20.0586	23.3011	24.0985
AT5G64850	27.4972	27.1369	28.5961	10.8322	10.8486	14.6738
AT5G64940	54.9838	54.0316	57.3646	15.6839	21.0939	20.9888
AT5G65010	35.343	22.4145	37.3358	9.51528	11.9635	10.8851
AT5G65070	0.159175	0.305799	0.140424	0.591396	0.698815	0.734213
AT5G65080	0.439879	0.657963	0.412956	1.13883	0.881825	1.32664
AT5G65158	1.25968	1.30925	0.503442	1.51675	3.22383	2.58566
AT5G65340	1.9007	2.45998	2.08474	0.426466	0.466147	0.376633
AT5G65683	23.2528	24.9078	24.1058	9.10668	8.53328	10.3789
AT5G65800	11.4118	20.0815	10.3434	25.7561	26.6952	40.099
AT5G66190	112.664	90.7666	123.694	42.8015	56.2232	51.0606
AT5G66570	750.448	474.585	761.926	232.308	348.213	228.815
AT5G66700	0.323381	0.528373	0.399674	1.63355	2.16363	2.3564
AT5G67030	56.5377	35.3646	57.1177	21.7985	27.2187	18.3625
AT5G67260	19.3067	23.2493	21.9069	8.57255	8.92155	11.8335
AT5G67370	16.362	11.0953	17.4301	4.3989	4.00061	5.28209
AT5G67385	33.5306	30.1447	38.0825	11.2855	13.8427	14.3033
ATCG00120	857.079	688.689	1035.92	463.041	501.699	246.754
ATCG00330	486.432	435.353	712.642	347.282	412.392	169.84
ATCG00960	835.408	534.461	542.627	1366.16	1018.4	890.842
ATCG01170	851.551	488.837	471.768	1357.71	957.601	898.743
ATMG00030	336.599	323.771	273.998	696.146	780.481	508.486
ATMG00110	3.8192	3.77427	3.49745	1.56459	1.13483	0.805132
ATMG00160	17.2272	12.9024	18.9985	36.7519	25.6011	28.3431
ATMG00300	0.874936	1.01481	0.628767	0.38966	0.157895	0
ATMG00370	18.5133	19.9414	23.5407	9.53643	11.1204	8.18806
ATMG01220	2.50628	4.41206	5.09746	0.984182	0.87069	1.13358
ATMG01350	8.36124	8.98241	9.08145	2.16148	3.69264	2.06639
