gene_id	C1	C2	C3	M1	M2	M3
AT2G07787	2.87311	3.14318	3.04633	1.84137	0.913279	1.09889
AT2G07798	0.747383	1.09979	1.05511	0.28477	0.175108	0.357248
AT2G07808	1.40215	1.44598	1.18897	1.33691	1.03538	0.622385
AT2G07827	2.28398	1.90592	2.88013	0.967264	0.995852	1.40468
AT2G10931	0.370802	0.315148	0.191309	0.502718	0.874647	0.542066
AT2G12120	1.05076	0.567717	0.74391	1.89647	2.68745	3.08255
AT2G12280	1.37951	2.03691	1.59205	3.50283	2.51794	3.16661
AT2G13360	221.314	144.106	224.506	83.2565	111.013	80.1609
AT2G13610	4.91528	4.17243	4.94897	1.63601	2.1962	2.01204
AT2G14660	1.38235	1.60305	1.45557	0.945959	0.616598	0.276588
AT2G15555	0.441936	1.0602	0.691932	1.52449	2.7084	1.27287
AT2G15970	1936.55	1179.49	1868.81	771.058	1055.96	477.805
AT2G16005	57.6593	9.70258	85.2606	179.103	195.536	192.367
AT2G16365	13.6714	17.9959	16.3118	3.55369	3.7872	4.72457
AT2G16430	22.2974	26.0131	24.6943	9.24122	9.81587	11.9705
AT2G16500	25.792	28.944	28.3926	13.7898	14.6968	13.7693
AT2G16740	27.8514	28.1399	28.6217	11.8056	18.0719	11.9513
AT2G16890	2.06453	2.31823	2.46223	1.15648	0.814833	1.33821
AT2G17240	20.9682	25.3127	24.0698	11.6938	16.4649	13.1415
AT2G17972	22.8532	23.742	24.9409	7.84985	9.81989	8.9925
AT2G18490	0.963457	1.21868	0.314351	1.47017	1.04473	1.85347
AT2G18940	13.7656	12.1153	13.6711	4.52139	6.34994	5.36072
AT2G19310	28.4577	22.3054	31.6865	12.3082	12.9401	16.7443
AT2G19650	0.815026	1.1097	1.22759	0.200595	0.338741	0.131973
AT2G19810	17.3114	8.41505	10.5166	18.2558	41.8406	21.8402
AT2G19990	0.429069	1.11943	0.460587	1.21152	1.16092	2.08003
AT2G20080	3.42969	3.03426	4.39601	9.64126	8.59373	9.86344
AT2G20250	0.613262	0.656493	0.883398	0.299652	0.30361	0.211907
AT2G20260	190.188	109.546	183.698	64.3405	106.066	62.7283
AT2G20520	2.49709	4.68773	2.38333	5.92383	9.34978	6.26941
AT2G20560	6.00867	6.24666	8.57496	3.31227	2.01879	3.53903
AT2G20570	11.3573	8.21618	10.2505	3.83594	5.56391	3.93687
AT2G21210	42.6844	41.9706	45.7481	14.6771	17.1003	21.835
AT2G21220	2.25032	3.19721	2.39137	1.28355	0.359351	0.317605
AT2G21320	13.477	14.0805	15.4227	1.23604	1.76669	1.78417
AT2G21330	283.274	200.181	283.166	53.0085	68.5216	53.3947
AT2G21530	40.7687	30.4357	41.7332	15.2505	24.1678	19.1625
AT2G21910	5.91863	8.80099	4.77345	12.3254	13.4263	16.8032
AT2G21960	31.2084	23.0959	31.5571	10.5375	13.9551	9.78756
AT2G21970	50.2111	56.0412	55.1685	16.9201	21.4887	17.5891
AT2G22360	15.3928	16.5289	17.5712	7.14167	6.78074	8.79821
AT2G22420	15.6142	15.3543	16.5549	6.76899	7.68214	9.10091
AT2G22460	1.3214	3.56072	1.00646	0.238174	0.122918	0.662895
AT2G22750	0.208597	0.668094	0.239647	1.11915	0.675931	0.576546
AT2G22990	81.8297	48.6243	93.0297	37.2662	48.2084	35.3545
AT2G23000	11.8285	7.14009	14.7166	0.445638	0.215718	0.303473
AT2G23050	1.39036	2.00392	2.11591	0.924126	0.745597	0.836264
AT2G23130	8.52506	9.21843	8.93062	1.91013	1.9463	1.39769
AT2G23590	3.30104	1.93671	2.98644	0.746529	1.68997	0.791227
AT2G23620	11.6677	16.9938	13.4464	34.8552	38.1979	29.9592
AT2G23670	6.96311	6.24135	7.09101	1.65076	0.951542	1.36858
AT2G23672	96.347	80.5944	94.0631	16.8636	24.6044	22.0147
AT2G23840	1.3442	0.766898	1.30572	0.422224	0.352523	0.556316
AT2G24540	19.7393	19.5173	18.15	4.03617	4.38132	5.00642
AT2G24820	18.0973	15.7334	17.8285	5.77031	8.66684	7.40158
AT2G25150	0.612575	0.91698	1.19102	1.9776	1.94675	2.8027
AT2G25530	8.94025	11.3052	9.08359	2.88973	2.61102	2.9986
AT2G26040	5.24793	7.48579	4.81058	2.20012	1.34732	1.57485
AT2G26080	89.3153	92.1179	89.2946	44.7874	42.2518	42.9792
AT2G26150	5.66926	6.30869	9.21488	1.54403	0.991007	1.35819
AT2G26370	1.82217	0.842893	1.73066	6.92121	9.10858	6.49313
AT2G27420	2.01246	1.43956	2.11788	0.892469	0.381489	0.582865
AT2G28305	14.0542	11.2234	17.0356	5.04626	5.66906	3.39271
AT2G28630	8.79708	12.5551	9.61183	22.7049	22.7381	22.5901
AT2G28860	1.30355	2.30027	1.41808	6.07665	9.97931	6.46378
AT2G29090	1.56113	0.563763	1.34011	0.302541	0.775812	0.0716374
AT2G29330	7.44525	11.2061	7.19149	19.365	12.4248	28.3277
AT2G29360	8.41723	6.08081	9.84333	1.31287	2.31637	1.91793
AT2G29450	172.659	147.795	183.734	56.9325	78.4017	81.5019
AT2G29650	30.0341	21.8609	26.5011	8.08077	8.58291	7.96243
AT2G29995	19.9994	22.0091	18.1267	35.1512	46.3229	43.2426
AT2G30040	18.0939	20.636	22.2549	4.4888	5.06379	6.37609
AT2G30150	15.9452	13.2596	13.998	6.05276	5.45823	5.26279
AT2G30390	32.8072	27.5375	36.6049	11.6082	13.0756	11.405
AT2G30520	122.104	129.663	151.116	9.64475	10.0807	11.1711
AT2G30570	474.246	317.249	478.984	141.935	263.9	166.623
AT2G30950	137.296	121.262	132.417	42.4101	57.9179	45.1229
AT2G30985	0.718718	1.53898	0.953291	1.49237	4.08234	1.65884
AT2G31070	4.63276	3.23735	4.0002	1.74273	1.83746	1.78478
AT2G31380	48.2418	37.3739	45.5243	0.463108	1.23496	0.743088
AT2G31540	0.939219	0.366529	1.11874	1.77985	2.00205	0.977901
AT2G31560	18.204	15.9892	18.0891	6.29977	7.4585	7.24898
AT2G31750	42.0114	45.381	40.5374	18.2049	15.7825	21.1597
AT2G31790	6.40991	5.42554	6.52125	1.68941	1.34516	2.26726
AT2G31945	1.58926	0.657376	1.86006	1.29757	4.80562	0.896374
AT2G31980	148.324	106.913	128.83	206.224	255.74	269.666
AT2G32480	20.8387	19.1989	21.8414	8.57888	10.7788	9.17783
AT2G32510	5.77796	2.92914	6.86149	2.97427	2.87679	1.91759
AT2G32530	9.16097	7.04672	10.7562	0.557544	0.869028	1.23196
AT2G32540	12.7999	8.14277	12.6169	1.31577	1.85226	1.01974
AT2G32550	7.28443	3.70863	8.57151	0.87458	0.737581	0.873929
AT2G32640	9.7851	8.59631	9.17668	2.90011	3.78586	2.82372
AT2G33070	0.0317408	0.110731	0.286262	0.140156	1.07355	0.650785
AT2G33230	0.460027	0.71678	0.511077	0.134411	0.307308	0.201614
AT2G33250	16.2598	13.4289	13.7306	4.44399	7.04061	4.21104
AT2G33855	8.75741	4.73641	6.09623	2.61435	3.83505	2.95951
AT2G34020	14.5642	22.8618	13.0285	29.3862	30.4474	41.5686
AT2G34060	7.98897	6.81359	8.3249	1.33753	0.847818	0.820904
AT2G34080	4.54317	5.67423	4.56637	0.53718	0.540195	1.41899
AT2G34180	5.77249	7.29109	6.53208	3.92463	2.34241	3.78539
AT2G34315	3.35811	1.87505	2.03718	5.55021	5.45241	6.78709
AT2G34350	8.09309	3.49108	7.1833	11.1454	16.5039	6.43467
AT2G34420	1670.67	907.964	1623.13	207.312	330.563	125.136
AT2G34430	322.989	138.58	321.629	8.97166	17.6338	5.54393
AT2G34460	31.7201	23.6906	29.9536	8.09598	11.3199	10.3242
AT2G34610	7.82611	1.86366	7.96252	2.33813	2.6822	3.17107
AT2G34620	31.0572	15.5002	30.7997	4.83005	7.10429	3.80852
AT2G34655	3.01217	4.44202	3.00798	15.9524	17.3838	18.7042
AT2G34810	3.09778	4.32312	3.29048	1.40682	1.66697	1.74595
AT2G34850	0.424509	0.852637	0.380894	0.87713	1.30535	2.18466
AT2G35130	6.26212	4.58589	6.4402	2.50804	3.51272	2.6659
AT2G35260	51.3549	42.3107	51.0052	11.258	13.6342	11.3827
AT2G35390	14.0885	11.209	14.9121	5.80286	5.09629	5.69462
AT2G35420	4.4838	4.13789	4.31328	1.32774	2.25292	1.21547
AT2G35660	9.15756	9.06658	8.23768	2.05381	2.9769	2.38299
AT2G35750	5.92191	6.86172	4.87981	10.5915	13.2011	8.35068
AT2G35930	6.51613	7.4476	6.28355	3.09439	3.04239	3.80235
AT2G35960	10.163	6.33584	9.57109	2.0592	2.2829	2.83549
AT2G35980	2.40619	1.6891	2.966	5.81551	7.97841	6.35801
AT2G35990	0.712232	0.370349	0.295489	0.428834	1.82338	0.869599
AT2G36145	48.5773	42.5255	48.8637	15.9218	17.0935	13.0747
AT2G36270	4.28749	2.42955	2.80695	5.80339	9.74107	6.31154
AT2G36290	58.8397	60.9788	60.7177	26.6854	26.1392	22.9637
AT2G36490	8.28038	6.28646	9.26682	3.30516	3.43949	2.91486
AT2G36590	6.23863	4.98811	4.40241	0.434568	2.1221	0.771684
AT2G36630	7.76439	6.10677	5.88151	0.964252	1.89101	1.21814
AT2G36750	1.68654	1.16514	1.25288	0.0430858	0.0999805	0.0823349
AT2G36800	9.0597	8.86166	8.76137	2.09934	2.81231	2.42262
AT2G36870	84.6071	133.965	93.5284	27.1989	21.5051	38.5582
AT2G36885	40.9654	41.4795	46.2144	11.5306	11.5652	13.1549
AT2G37100	2.69986	2.16749	2.89741	1.37564	1.67482	0.699656
AT2G37240	8.50709	6.06118	7.81676	2.89715	3.67135	3.97722
AT2G37678	21.4069	22.6242	21.9139	33.8004	52.5032	55.2716
AT2G37970	41.0092	43.3196	44.2777	5.05636	7.85905	6.21412
AT2G38210	30.7547	22.1227	22.6168	2.55452	7.45761	3.0116
AT2G38230	120.103	90.2366	123.747	12.5625	13.7338	11.9677
AT2G38780	19.0799	20.4704	21.5203	7.25019	9.23381	7.3906
AT2G38790	3.06607	1.55448	3.39311	3.37188	8.68874	3.07394
AT2G38980	1.74976	1.4844	1.48113	3.09537	3.74495	3.56117
AT2G39250	13.424	10.3961	15.7981	1.68223	2.33798	1.68414
AT2G39510	1.03146	0.720288	1.5136	2.30778	2.20789	2.354
AT2G39560	2.32854	2.13964	2.00672	0.233976	0.30797	0.188628
AT2G39730	1043.48	663.858	1084.83	232.071	327.732	242.929
AT2G40020	7.78669	4.92578	7.10025	1.924	2.2276	1.50134
AT2G40030	1.88872	1.93368	1.86091	0.859706	1.07462	0.869616
AT2G40080	25.6185	22.4606	23.2369	5.31126	5.64738	6.74073
AT2G40100	39.0364	29.2151	37.7994	10.6476	16.6084	11.3842
AT2G40390	0.593573	0.492736	0.855247	0.254143	0.254847	0.234055
AT2G40400	19.2921	19.1919	18.6389	6.50382	6.86748	7.67193
AT2G40490	97.8456	86.5427	101.942	43.2199	49.4016	47.5373
AT2G40670	3.65628	3.0529	3.27883	1.11475	0.789222	1.01202
AT2G41070	3.7533	7.25161	4.04496	14.7541	13.4611	15.2222
AT2G41260	0.109775	0.745848	0.605863	2.29492	5.48868	2.43212
AT2G41370	7.69288	9.18432	6.82799	3.02983	4.56127	2.76387
AT2G41680	40.6174	39.646	46.4835	16.5543	16.7269	18.2008
AT2G42150	1.81528	1.85384	2.07081	0.256494	0.413366	0.272691
AT2G42200	0.756423	0.488201	0.593686	0.348463	0.283874	0.0818594
AT2G42220	118.824	88.0275	123.308	26.5872	40.0217	33.1327
AT2G42490	86.5548	109.741	93.2705	42.9415	37.9495	49.1628
AT2G42600	53.7355	42.4429	53.0735	22.5634	26.5126	20.8632
AT2G42690	18.4744	12.9892	21.5977	6.9876	9.50224	6.25295
AT2G42870	12.8951	8.03354	12.152	23.1779	34.2923	26.8945
AT2G42975	9.77368	7.32504	11.2118	2.9992	4.03986	3.29
AT2G43010	11.8526	6.63578	13.0806	4.28861	6.41184	2.22888
AT2G43060	38.4046	34.8467	37.7187	69.2306	68.5134	66.9977
AT2G43140	1.49065	3.94957	1.5278	0.916163	0.833645	2.15344
AT2G43390	1.2483	0.113126	1.25015	0.69319	3.02177	0.922183
AT2G43510	1.38042	3.18439	3.37096	3.17856	6.09941	4.99421
AT2G43535	147.833	121.357	201.105	298.345	373.104	310.283
AT2G43550	9.87344	5.44207	11.9175	3.78439	5.39668	2.41841
AT2G43560	48.7134	37.2943	52.2112	18.2461	21.3151	21.3913
AT2G43860	1.10348	0.366592	0.807076	0.372008	0	0.618654
AT2G43910	387.895	389.905	403.255	54.194	77.6378	51.0117
AT2G44280	18.2252	15.9562	19.4907	6.34779	6.91117	6.76033
AT2G44290	8.35268	7.13883	8.44017	3.10213	2.88678	2.38248
AT2G44460	0.244904	0.484746	0.443626	1.24127	1.95735	1.26832
AT2G44480	1.06171	0.645851	1.04955	1.32104	2.20131	1.85787
AT2G44745	0.147072	0.613655	0	1.02102	0.845348	2.04136
AT2G44798	0.274868	0.406108	0.181152	0.69773	0.768904	0.973213
AT2G44910	2.18075	0.748986	1.34148	4.40658	4.18429	2.85453
AT2G45190	20.4059	20.4951	21.7173	8.82658	9.11067	9.63323
AT2G46340	37.6379	39.3393	38.2141	3.42927	4.98063	5.37666
AT2G46420	21.677	29.9214	26.0917	4.74415	5.3834	6.66432
AT2G46450	2.62753	3.90263	3.0402	1.16944	0.737708	1.19151
AT2G46640	3.56745	2.18632	3.98209	0.563966	1.10605	0.475861
AT2G46670	2.19242	2.22974	2.6779	0.751727	0.78805	1.27085
AT2G46790	3.17116	2.4967	3.32592	0.767322	1.10068	1.01788
AT2G46820	271.257	187.984	271.291	106.767	146.5	109.187
AT2G47015	1.11285	1.56322	1.03765	1.80788	3.31521	2.63896
AT2G47450	44.631	38.6531	46.2992	17.8456	22.0838	17.1521
AT2G47460	1.75973	1.70057	1.84043	0.620516	0.854472	0.554361
AT2G47750	0.613985	0.605537	1.07814	0.0572964	0.129824	0.0282754
AT2G47780	118.459	97.8695	87.0588	168.443	240.987	207.397
AT2G47890	8.51487	11.0043	10.2139	3.17301	2.45384	2.67673
AT3G01060	13.392	8.8109	13.9695	4.13261	5.63081	3.61334
AT3G01440	17.3377	11.4638	18.9804	2.86526	4.42224	3.59126
AT3G01480	46.3782	37.1422	49.7244	16.4105	20.1631	18.8641
AT3G01500	587.035	272.496	597.71	132.55	231.089	135.421
AT3G01660	4.46252	4.42521	4.0924	1.46635	2.05344	1.40772
AT3G01970	4.13052	4.21764	2.96634	1.25371	1.83566	2.02689
AT3G02380	13.8613	12.1466	17.4966	2.35472	2.96503	3.15275
AT3G02468	455.543	470.505	441.381	331.76	181.923	264.224
AT3G02610	0.790437	1.08912	1.01861	1.46593	2.04248	2.64281
AT3G02620	3.38492	2.25958	2.58318	14.6583	19.1275	15.8008
AT3G02670	1.2814	0.133169	0.744261	0	0.206556	0.373293
AT3G02730	59.2706	36.0687	66.9307	16.8022	26.6159	17.1911
AT3G02830	34.0146	25.7665	30.5786	8.98572	10.0064	7.99633
AT3G02870	23.4166	23.8672	26.2715	9.26144	11.9227	12.384
AT3G02885	1.62001	1.99185	1.0818	2.62476	2.61787	4.8323
AT3G02910	61.2254	95.1917	62.2643	14.5831	16.6939	18.1122
AT3G03776	2.70071	2.42414	3.85412	0.130626	0.12106	0.575069
AT3G04140	9.48532	8.1942	8.26398	3.08049	3.64849	4.26013
AT3G04330	1.14812	1.85122	2.32378	0.748599	0.494106	0.63088
AT3G04420	1.37275	2.68745	1.93772	0.31859	0.145631	0.390406
AT3G05155	5.33116	3.94219	4.57193	12.0395	11.1298	8.40885
AT3G05180	14.8727	12.4409	15.5866	2.69569	5.38666	3.03823
